sample_index,human_value,ai_value,metric,condition
53,0.09208057920923346,0.07490369312376845,mean_pairwise_distance,baseline
54,0.09208057920923346,0.13198832066162772,mean_pairwise_distance,baseline
55,0.09208057920923346,0.0732308977206234,mean_pairwise_distance,baseline
56,0.09208057920923346,0.13570832452284018,mean_pairwise_distance,baseline
57,0.09208057920923346,0.07088472225920485,mean_pairwise_distance,baseline
58,0.09208057920923346,0.1358119550900968,mean_pairwise_distance,baseline
59,0.09208057920923346,0.07674970292291151,mean_pairwise_distance,baseline
60,0.09208057920923346,0.13600504963765503,mean_pairwise_distance,baseline
61,0.09208057920923346,0.07134715912370343,mean_pairwise_distance,baseline
62,0.09208057920923346,0.07418116915367337,mean_pairwise_distance,baseline
63,0.09208057920923346,0.07501246194123279,mean_pairwise_distance,baseline
64,0.09208057920923346,0.07435071185643494,mean_pairwise_distance,baseline
65,0.09208057920923346,0.13438223496727322,mean_pairwise_distance,baseline
66,0.09208057920923346,0.13356222489134598,mean_pairwise_distance,baseline
67,0.09208057920923346,0.07332952244008482,mean_pairwise_distance,baseline
68,0.09208057920923346,0.07155159763667894,mean_pairwise_distance,baseline
69,0.09208057920923346,0.07213707333025725,mean_pairwise_distance,baseline
70,0.09208057920923346,0.13475368852200714,mean_pairwise_distance,baseline
71,0.09208057920923346,0.13763734710075168,mean_pairwise_distance,baseline
72,0.09208057920923346,0.07286389967198428,mean_pairwise_distance,baseline
73,0.09208057920923346,0.1349706074937059,mean_pairwise_distance,baseline
74,0.09208057920923346,0.13248929817214786,mean_pairwise_distance,baseline
75,0.09208057920923346,0.07426429666549321,mean_pairwise_distance,baseline
76,0.09208057920923346,0.07556268773060071,mean_pairwise_distance,baseline
77,0.09208057920923346,0.13640296082251627,mean_pairwise_distance,baseline
78,0.09208057920923346,0.13456927834763358,mean_pairwise_distance,baseline
79,0.09208057920923346,0.07891418316618727,mean_pairwise_distance,baseline
80,0.09208057920923346,0.06958482411539131,mean_pairwise_distance,baseline
81,0.09208057920923346,0.07413393612435684,mean_pairwise_distance,baseline
82,0.09208057920923346,0.13739330872245456,mean_pairwise_distance,baseline
83,0.09208057920923346,0.07336707902048888,mean_pairwise_distance,baseline
84,0.09208057920923346,0.07100442935355568,mean_pairwise_distance,baseline
85,0.09208057920923346,0.07522353447473096,mean_pairwise_distance,baseline
86,0.09208057920923346,0.0693215631213584,mean_pairwise_distance,baseline
87,0.09208057920923346,0.13650868744718228,mean_pairwise_distance,baseline
88,0.09208057920923346,0.07075175230682132,mean_pairwise_distance,baseline
89,0.09208057920923346,0.07803070757228867,mean_pairwise_distance,baseline
90,0.09208057920923346,0.07447093301139801,mean_pairwise_distance,baseline
91,0.09208057920923346,0.06977293166247281,mean_pairwise_distance,baseline
92,0.09208057920923346,0.07284894927217084,mean_pairwise_distance,baseline
93,0.09208057920923346,0.07904148785021936,mean_pairwise_distance,baseline
94,0.09208057920923346,0.13134000046922284,mean_pairwise_distance,baseline
95,0.09208057920923346,0.07900716876795169,mean_pairwise_distance,baseline
96,0.09208057920923346,0.1383905481444046,mean_pairwise_distance,baseline
97,0.09208057920923346,0.13357439413372235,mean_pairwise_distance,baseline
98,0.09208057920923346,0.06882308735677847,mean_pairwise_distance,baseline
99,0.09208057920923346,0.07191133192876582,mean_pairwise_distance,baseline
100,0.09208057920923346,0.1342026167236298,mean_pairwise_distance,baseline
101,0.09208057920923346,0.1377829631326698,mean_pairwise_distance,baseline
102,0.09208057920923346,0.07548760472550223,mean_pairwise_distance,baseline
103,0.09208057920923346,0.07248203957033723,mean_pairwise_distance,baseline
104,0.09208057920923346,0.07290516728940218,mean_pairwise_distance,baseline
105,0.09208057920923346,0.07215602619374693,mean_pairwise_distance,baseline
106,0.09208057920923346,0.12973342347050845,mean_pairwise_distance,baseline
107,0.09208057920923346,0.06915020966247136,mean_pairwise_distance,baseline
108,0.09208057920923346,0.07272139368321114,mean_pairwise_distance,baseline
109,0.09208057920923346,0.0681745713878526,mean_pairwise_distance,baseline
110,0.09208057920923346,0.07698128369485908,mean_pairwise_distance,baseline
111,0.09208057920923346,0.13226258990321707,mean_pairwise_distance,baseline
112,0.09208057920923346,0.0735449359822179,mean_pairwise_distance,baseline
113,0.09208057920923346,0.07116246034976521,mean_pairwise_distance,baseline
114,0.09208057920923346,0.0678569123207816,mean_pairwise_distance,baseline
115,0.09208057920923346,0.07637275890870528,mean_pairwise_distance,baseline
116,0.09208057920923346,0.07183280080674666,mean_pairwise_distance,baseline
117,0.09208057920923346,0.13730316906578455,mean_pairwise_distance,baseline
118,0.09208057920923346,0.12756393007610156,mean_pairwise_distance,baseline
119,0.09208057920923346,0.13086540708428787,mean_pairwise_distance,baseline
120,0.09208057920923346,0.06683213531735387,mean_pairwise_distance,baseline
121,0.09208057920923346,0.07210396165433137,mean_pairwise_distance,baseline
122,0.09208057920923346,0.07156538162306834,mean_pairwise_distance,baseline
123,0.09208057920923346,0.07463001262529094,mean_pairwise_distance,baseline
124,0.09208057920923346,0.133982311124387,mean_pairwise_distance,baseline
125,0.09208057920923346,0.06764069635406313,mean_pairwise_distance,baseline
126,0.09208057920923346,0.07147962491031692,mean_pairwise_distance,baseline
127,0.09208057920923346,0.07115037686268803,mean_pairwise_distance,baseline
128,0.09208057920923346,0.07074979006537335,mean_pairwise_distance,baseline
129,0.09208057920923346,0.13484559299446378,mean_pairwise_distance,baseline
130,0.09208057920923346,0.07502188277338805,mean_pairwise_distance,baseline
131,0.09208057920923346,0.13439501674750107,mean_pairwise_distance,baseline
132,0.09208057920923346,0.07879169986182051,mean_pairwise_distance,baseline
133,0.09208057920923346,0.0741681871206864,mean_pairwise_distance,baseline
134,0.09208057920923346,0.07078216057049898,mean_pairwise_distance,baseline
135,0.09208057920923346,0.07350343183095276,mean_pairwise_distance,baseline
136,0.09208057920923346,0.06760596640025203,mean_pairwise_distance,baseline
137,0.09208057920923346,0.07370172069949124,mean_pairwise_distance,baseline
138,0.09208057920923346,0.06703309885597983,mean_pairwise_distance,baseline
139,0.09208057920923346,0.1359711666352193,mean_pairwise_distance,baseline
140,0.09208057920923346,0.07048312736594159,mean_pairwise_distance,baseline
141,0.09208057920923346,0.13423084553051373,mean_pairwise_distance,baseline
142,0.09208057920923346,0.07495636336888249,mean_pairwise_distance,baseline
143,0.09208057920923346,0.13629119056957983,mean_pairwise_distance,baseline
144,0.09208057920923346,0.06965654852833202,mean_pairwise_distance,baseline
145,0.09208057920923346,0.13490111648800815,mean_pairwise_distance,baseline
146,0.09208057920923346,0.06439030123322377,mean_pairwise_distance,baseline
147,0.09208057920923346,0.07297774242318195,mean_pairwise_distance,baseline
148,0.09208057920923346,0.07483791904487158,mean_pairwise_distance,baseline
149,0.09208057920923346,0.07652525798134181,mean_pairwise_distance,baseline
150,0.09208057920923346,0.07239820575525638,mean_pairwise_distance,baseline
151,0.09208057920923346,0.0751669383331721,mean_pairwise_distance,baseline
152,0.09208057920923346,0.13266610086199795,mean_pairwise_distance,baseline
153,0.09208057920923346,0.06895963594376334,mean_pairwise_distance,baseline
154,0.09208057920923346,0.13313877747464087,mean_pairwise_distance,baseline
155,0.09208057920923346,0.13604238099260293,mean_pairwise_distance,baseline
156,0.09208057920923346,0.0728472605524327,mean_pairwise_distance,baseline
157,0.09208057920923346,0.07340647557036208,mean_pairwise_distance,baseline
158,0.09208057920923346,0.13010902437767963,mean_pairwise_distance,baseline
159,0.09208057920923346,0.07090884447097778,mean_pairwise_distance,baseline
160,0.09208057920923346,0.07269100921427309,mean_pairwise_distance,baseline
161,0.09208057920923346,0.13461334926808777,mean_pairwise_distance,baseline
162,0.09208057920923346,0.13637275634546997,mean_pairwise_distance,baseline
163,0.09208057920923346,0.13435194873998288,mean_pairwise_distance,baseline
164,0.09208057920923346,0.06914229049041809,mean_pairwise_distance,baseline
165,0.09208057920923346,0.07490288975681712,mean_pairwise_distance,baseline
166,0.09208057920923346,0.13049586794593118,mean_pairwise_distance,baseline
167,0.09208057920923346,0.13634631520674634,mean_pairwise_distance,baseline
168,0.09208057920923346,0.1348523898087,mean_pairwise_distance,baseline
169,0.09208057920923346,0.1382063462329005,mean_pairwise_distance,baseline
170,0.09208057920923346,0.06709020128363206,mean_pairwise_distance,baseline
171,0.09208057920923346,0.13653193113832135,mean_pairwise_distance,baseline
172,0.09208057920923346,0.13445137729757858,mean_pairwise_distance,baseline
173,0.09208057920923346,0.07414271237821918,mean_pairwise_distance,baseline
174,0.09208057920923346,0.06889515926715413,mean_pairwise_distance,baseline
175,0.09208057920923346,0.07512027708438074,mean_pairwise_distance,baseline
176,0.09208057920923346,0.06658419978477267,mean_pairwise_distance,baseline
177,0.09208057920923346,0.07556422637856525,mean_pairwise_distance,baseline
178,0.09208057920923346,0.0751554428824323,mean_pairwise_distance,baseline
179,0.09208057920923346,0.1312116478742818,mean_pairwise_distance,baseline
180,0.09208057920923346,0.07114973958773105,mean_pairwise_distance,baseline
181,0.09208057920923346,0.12999129790091232,mean_pairwise_distance,baseline
182,0.09208057920923346,0.07175158559098074,mean_pairwise_distance,baseline
183,0.09208057920923346,0.06879545436075082,mean_pairwise_distance,baseline
184,0.09208057920923346,0.06790551814165982,mean_pairwise_distance,baseline
185,0.09208057920923346,0.07304595699423387,mean_pairwise_distance,baseline
186,0.09208057920923346,0.07434805980312965,mean_pairwise_distance,baseline
187,0.09208057920923346,0.07144805093998965,mean_pairwise_distance,baseline
188,0.09208057920923346,0.06824318976270352,mean_pairwise_distance,baseline
189,0.09208057920923346,0.07259125907430536,mean_pairwise_distance,baseline
190,0.09208057920923346,0.07442379751695474,mean_pairwise_distance,baseline
191,0.09208057920923346,0.07301148925374149,mean_pairwise_distance,baseline
192,0.09208057920923346,0.07373549886371779,mean_pairwise_distance,baseline
193,0.09208057920923346,0.0756241167958075,mean_pairwise_distance,baseline
194,0.09208057920923346,0.0719075676480772,mean_pairwise_distance,baseline
195,0.09208057920923346,0.07329833578215286,mean_pairwise_distance,baseline
196,0.09208057920923346,0.07249398005338525,mean_pairwise_distance,baseline
197,0.09208057920923346,0.07484849215496199,mean_pairwise_distance,baseline
198,0.09208057920923346,0.07448501690574315,mean_pairwise_distance,baseline
199,0.09208057920923346,0.1339000220826492,mean_pairwise_distance,baseline
200,0.09208057920923346,0.13635048234886804,mean_pairwise_distance,baseline
201,0.09208057920923346,0.1364097288945918,mean_pairwise_distance,baseline
202,0.09208057920923346,0.0701013622076615,mean_pairwise_distance,baseline
203,0.09208057920923346,0.13329140918528137,mean_pairwise_distance,baseline
204,0.09208057920923346,0.07273873415860263,mean_pairwise_distance,baseline
205,0.09208057920923346,0.07219167919498187,mean_pairwise_distance,baseline
206,0.09208057920923346,0.07314808802171187,mean_pairwise_distance,baseline
207,0.09208057920923346,0.07179969290028447,mean_pairwise_distance,baseline
208,0.09208057920923346,0.13249400670349362,mean_pairwise_distance,baseline
209,0.09208057920923346,0.07137308549504034,mean_pairwise_distance,baseline
210,0.09208057920923346,0.07349870845734366,mean_pairwise_distance,baseline
211,0.09208057920923346,0.13233506868008096,mean_pairwise_distance,baseline
212,0.09208057920923346,0.06811364766637328,mean_pairwise_distance,baseline
213,0.09208057920923346,0.07283369566612093,mean_pairwise_distance,baseline
214,0.09208057920923346,0.07275195013393056,mean_pairwise_distance,baseline
215,0.09208057920923346,0.06866465561945918,mean_pairwise_distance,baseline
216,0.09208057920923346,0.07368952766237523,mean_pairwise_distance,baseline
217,0.09208057920923346,0.13142003395811844,mean_pairwise_distance,baseline
218,0.09208057920923346,0.07407776616778769,mean_pairwise_distance,baseline
219,0.09208057920923346,0.1372948632881104,mean_pairwise_distance,baseline
220,0.09208057920923346,0.13445629668330014,mean_pairwise_distance,baseline
221,0.09208057920923346,0.07645498622547496,mean_pairwise_distance,baseline
222,0.09208057920923346,0.13443018678619928,mean_pairwise_distance,baseline
223,0.09208057920923346,0.1336938677569152,mean_pairwise_distance,baseline
224,0.09208057920923346,0.07740496340476477,mean_pairwise_distance,baseline
225,0.09208057920923346,0.0759443657200327,mean_pairwise_distance,baseline
226,0.09208057920923346,0.07548981598714595,mean_pairwise_distance,baseline
227,0.09208057920923346,0.07088863920317337,mean_pairwise_distance,baseline
228,0.09208057920923346,0.13431533075604044,mean_pairwise_distance,baseline
229,0.09208057920923346,0.07625936213218176,mean_pairwise_distance,baseline
230,0.09208057920923346,0.07037546629962242,mean_pairwise_distance,baseline
231,0.09208057920923346,0.07160101106515515,mean_pairwise_distance,baseline
232,0.09208057920923346,0.07321851503236491,mean_pairwise_distance,baseline
233,0.09208057920923346,0.07035294375400769,mean_pairwise_distance,baseline
234,0.09208057920923346,0.07320156775915576,mean_pairwise_distance,baseline
235,0.09208057920923346,0.06969369659310744,mean_pairwise_distance,baseline
236,0.09208057920923346,0.1340901684384101,mean_pairwise_distance,baseline
237,0.09208057920923346,0.1383858056878855,mean_pairwise_distance,baseline
238,0.09208057920923346,0.07422778139943662,mean_pairwise_distance,baseline
239,0.09208057920923346,0.07299570698040747,mean_pairwise_distance,baseline
240,0.09208057920923346,0.07303909468556581,mean_pairwise_distance,baseline
241,0.09208057920923346,0.07443993812493185,mean_pairwise_distance,baseline
242,0.09208057920923346,0.07257583089496779,mean_pairwise_distance,baseline
243,0.09208057920923346,0.07372119586929503,mean_pairwise_distance,baseline
244,0.09208057920923346,0.1385428194000787,mean_pairwise_distance,baseline
245,0.09208057920923346,0.06917618809952567,mean_pairwise_distance,baseline
246,0.09208057920923346,0.06736449007931435,mean_pairwise_distance,baseline
247,0.09208057920923346,0.0730738941388639,mean_pairwise_distance,baseline
248,0.09208057920923346,0.06834282988144946,mean_pairwise_distance,baseline
249,0.09208057920923346,0.06848598468916219,mean_pairwise_distance,baseline
250,0.09208057920923346,0.06840299594072485,mean_pairwise_distance,baseline
251,0.09208057920923346,0.07789606774748549,mean_pairwise_distance,baseline
252,0.09208057920923346,0.13466625486909164,mean_pairwise_distance,baseline
253,0.09208057920923346,0.07247623082677367,mean_pairwise_distance,baseline
254,0.09208057920923346,0.07589692819731038,mean_pairwise_distance,baseline
255,0.09208057920923346,0.1351531981950692,mean_pairwise_distance,baseline
256,0.09208057920923346,0.07783879522278375,mean_pairwise_distance,baseline
257,0.09208057920923346,0.13561969053132733,mean_pairwise_distance,baseline
258,0.09208057920923346,0.07115295918091484,mean_pairwise_distance,baseline
259,0.09208057920923346,0.07342717722941765,mean_pairwise_distance,baseline
260,0.09208057920923346,0.07243658808380248,mean_pairwise_distance,baseline
261,0.09208057920923346,0.1320867529028489,mean_pairwise_distance,baseline
262,0.09208057920923346,0.13286780533583267,mean_pairwise_distance,baseline
263,0.09208057920923346,0.13057588023159344,mean_pairwise_distance,baseline
264,0.09208057920923346,0.06959684752664076,mean_pairwise_distance,baseline
265,0.09208057920923346,0.135214525955939,mean_pairwise_distance,baseline
266,0.09208057920923346,0.07451745102056873,mean_pairwise_distance,baseline
267,0.09208057920923346,0.07233678281542812,mean_pairwise_distance,baseline
268,0.09208057920923346,0.07312352737419218,mean_pairwise_distance,baseline
269,0.09208057920923346,0.07394693397250571,mean_pairwise_distance,baseline
270,0.09208057920923346,0.07298681858500002,mean_pairwise_distance,baseline
271,0.09208057920923346,0.13170164163875958,mean_pairwise_distance,baseline
272,0.09208057920923346,0.07592703278356862,mean_pairwise_distance,baseline
273,0.09208057920923346,0.07538779827917046,mean_pairwise_distance,baseline
274,0.09208057920923346,0.13139308912480774,mean_pairwise_distance,baseline
275,0.09208057920923346,0.0749045780053723,mean_pairwise_distance,baseline
276,0.09208057920923346,0.06925577207987488,mean_pairwise_distance,baseline
277,0.09208057920923346,0.06858099095906194,mean_pairwise_distance,baseline
278,0.09208057920923346,0.13099799231578238,mean_pairwise_distance,baseline
279,0.09208057920923346,0.0731782847242393,mean_pairwise_distance,baseline
280,0.09208057920923346,0.13373295874463711,mean_pairwise_distance,baseline
281,0.09208057920923346,0.06959110215718567,mean_pairwise_distance,baseline
282,0.09208057920923346,0.07444155475367671,mean_pairwise_distance,baseline
283,0.09208057920923346,0.07161460681395097,mean_pairwise_distance,baseline
284,0.09208057920923346,0.0733315956451205,mean_pairwise_distance,baseline
285,0.09208057920923346,0.12639382893860104,mean_pairwise_distance,baseline
286,0.09208057920923346,0.07029099544517607,mean_pairwise_distance,baseline
287,0.09208057920923346,0.0720802284040941,mean_pairwise_distance,baseline
288,0.09208057920923346,0.06600070871383305,mean_pairwise_distance,baseline
289,0.09208057920923346,0.13226122653531464,mean_pairwise_distance,baseline
290,0.09208057920923346,0.1323089246222153,mean_pairwise_distance,baseline
291,0.09208057920923346,0.13342169527950964,mean_pairwise_distance,baseline
292,0.09208057920923346,0.07403151956000346,mean_pairwise_distance,baseline
293,0.09208057920923346,0.06789865017879622,mean_pairwise_distance,baseline
294,0.09208057920923346,0.0729892310417688,mean_pairwise_distance,baseline
295,0.09208057920923346,0.07169971023152469,mean_pairwise_distance,baseline
296,0.09208057920923346,0.13413241540961585,mean_pairwise_distance,baseline
297,0.09208057920923346,0.07465836417533664,mean_pairwise_distance,baseline
298,0.09208057920923346,0.071582026161224,mean_pairwise_distance,baseline
299,0.09208057920923346,0.1304984891367524,mean_pairwise_distance,baseline
300,0.09208057920923346,0.13915874976885648,mean_pairwise_distance,baseline
301,0.09208057920923346,0.06977396967853954,mean_pairwise_distance,baseline
302,0.09208057920923346,0.07423091617968713,mean_pairwise_distance,baseline
303,0.09208057920923346,0.0678198396452802,mean_pairwise_distance,baseline
304,0.09208057920923346,0.07324937044867413,mean_pairwise_distance,baseline
305,0.09208057920923346,0.06334265395115486,mean_pairwise_distance,baseline
306,0.09208057920923346,0.07218205009995714,mean_pairwise_distance,baseline
307,0.09208057920923346,0.1392182846785534,mean_pairwise_distance,baseline
308,0.09208057920923346,0.13541200438978174,mean_pairwise_distance,baseline
309,0.09208057920923346,0.07232771325017152,mean_pairwise_distance,baseline
310,0.09208057920923346,0.06727155536530989,mean_pairwise_distance,baseline
311,0.09208057920923346,0.13072680767345807,mean_pairwise_distance,baseline
312,0.09208057920923346,0.13498942842596603,mean_pairwise_distance,baseline
313,0.09208057920923346,0.07410694652866469,mean_pairwise_distance,baseline
314,0.09208057920923346,0.0733965720112616,mean_pairwise_distance,baseline
315,0.09208057920923346,0.13480650718975445,mean_pairwise_distance,baseline
316,0.09208057920923346,0.07209412688794344,mean_pairwise_distance,baseline
317,0.09208057920923346,0.13197581735053082,mean_pairwise_distance,baseline
318,0.09208057920923346,0.0710140662230993,mean_pairwise_distance,baseline
319,0.09208057920923346,0.13903466255768485,mean_pairwise_distance,baseline
320,0.09208057920923346,0.13429458739729266,mean_pairwise_distance,baseline
321,0.09208057920923346,0.07139720511530699,mean_pairwise_distance,baseline
322,0.09208057920923346,0.0729477994526799,mean_pairwise_distance,baseline
323,0.09208057920923346,0.07210088011775563,mean_pairwise_distance,baseline
324,0.09208057920923346,0.0695232932746646,mean_pairwise_distance,baseline
325,0.09208057920923346,0.07404464671734294,mean_pairwise_distance,baseline
326,0.09208057920923346,0.130150241814112,mean_pairwise_distance,baseline
327,0.09208057920923346,0.13450582366687036,mean_pairwise_distance,baseline
328,0.09208057920923346,0.07498605119381026,mean_pairwise_distance,baseline
329,0.09208057920923346,0.13349907977778921,mean_pairwise_distance,baseline
330,0.09208057920923346,0.1380181289001887,mean_pairwise_distance,baseline
331,0.09208057920923346,0.07400426091883965,mean_pairwise_distance,baseline
332,0.09208057920923346,0.1292989701621617,mean_pairwise_distance,baseline
333,0.09208057920923346,0.07152333278429839,mean_pairwise_distance,baseline
334,0.09208057920923346,0.13175740732034677,mean_pairwise_distance,baseline
335,0.09208057920923346,0.0674176345700803,mean_pairwise_distance,baseline
336,0.09208057920923346,0.0763337633355333,mean_pairwise_distance,baseline
337,0.09208057920923346,0.0672498988539805,mean_pairwise_distance,baseline
338,0.09208057920923346,0.07470539412479626,mean_pairwise_distance,baseline
339,0.09208057920923346,0.06943390633277742,mean_pairwise_distance,baseline
340,0.09208057920923346,0.13545277820745474,mean_pairwise_distance,baseline
341,0.09208057920923346,0.07586470894191576,mean_pairwise_distance,baseline
342,0.09208057920923346,0.07534420725856374,mean_pairwise_distance,baseline
343,0.09208057920923346,0.07563145923991449,mean_pairwise_distance,baseline
344,0.09208057920923346,0.07314732659004422,mean_pairwise_distance,baseline
345,0.09208057920923346,0.07348004207309528,mean_pairwise_distance,baseline
346,0.09208057920923346,0.07226321607710344,mean_pairwise_distance,baseline
347,0.09208057920923346,0.1319323587323366,mean_pairwise_distance,baseline
348,0.09208057920923346,0.07417105827406932,mean_pairwise_distance,baseline
349,0.09208057920923346,0.07465406887144911,mean_pairwise_distance,baseline
350,0.09208057920923346,0.07260695276524239,mean_pairwise_distance,baseline
351,0.09208057920923346,0.0715660431639479,mean_pairwise_distance,baseline
352,0.09208057920923346,0.07354877588777203,mean_pairwise_distance,baseline
353,0.09208057920923346,0.0744344092640481,mean_pairwise_distance,baseline
354,0.09208057920923346,0.07069512577396136,mean_pairwise_distance,baseline
355,0.09208057920923346,0.07426792241839081,mean_pairwise_distance,baseline
356,0.09208057920923346,0.07027999049590039,mean_pairwise_distance,baseline
357,0.09208057920923346,0.06971216555169449,mean_pairwise_distance,baseline
358,0.09208057920923346,0.1319009958519766,mean_pairwise_distance,baseline
359,0.09208057920923346,0.07627705222533154,mean_pairwise_distance,baseline
360,0.09208057920923346,0.0761119273340278,mean_pairwise_distance,baseline
361,0.09208057920923346,0.1363799326975826,mean_pairwise_distance,baseline
362,0.09208057920923346,0.0733880233387702,mean_pairwise_distance,baseline
363,0.09208057920923346,0.07709939018068578,mean_pairwise_distance,baseline
364,0.09208057920923346,0.13515374500289737,mean_pairwise_distance,baseline
365,0.09208057920923346,0.07357577019529381,mean_pairwise_distance,baseline
366,0.09208057920923346,0.1330175227798492,mean_pairwise_distance,baseline
367,0.09208057920923346,0.07022908247506665,mean_pairwise_distance,baseline
368,0.09208057920923346,0.07146641953660565,mean_pairwise_distance,baseline
369,0.09208057920923346,0.07272839946709131,mean_pairwise_distance,baseline
370,0.09208057920923346,0.06969752071403232,mean_pairwise_distance,baseline
371,0.09208057920923346,0.13149097243787744,mean_pairwise_distance,baseline
372,0.09208057920923346,0.13593607999590546,mean_pairwise_distance,baseline
373,0.09208057920923346,0.13547116942085297,mean_pairwise_distance,baseline
374,0.09208057920923346,0.07415386056711551,mean_pairwise_distance,baseline
375,0.09208057920923346,0.13361798798142685,mean_pairwise_distance,baseline
376,0.09208057920923346,0.07240923779755241,mean_pairwise_distance,baseline
377,0.09208057920923346,0.07351612220168585,mean_pairwise_distance,baseline
378,0.09208057920923346,0.14013118988911624,mean_pairwise_distance,baseline
379,0.09208057920923346,0.07362463964303963,mean_pairwise_distance,baseline
380,0.09208057920923346,0.07340830965004419,mean_pairwise_distance,baseline
381,0.09208057920923346,0.13170789423667395,mean_pairwise_distance,baseline
382,0.09208057920923346,0.13787032045394534,mean_pairwise_distance,baseline
383,0.09208057920923346,0.07348330313037978,mean_pairwise_distance,baseline
384,0.09208057920923346,0.06944354061081476,mean_pairwise_distance,baseline
385,0.09208057920923346,0.06856197071640859,mean_pairwise_distance,baseline
386,0.09208057920923346,0.06971558209935667,mean_pairwise_distance,baseline
387,0.09208057920923346,0.12722255919761807,mean_pairwise_distance,baseline
388,0.09208057920923346,0.06590476973725873,mean_pairwise_distance,baseline
389,0.09208057920923346,0.0758029794975703,mean_pairwise_distance,baseline
390,0.09208057920923346,0.07273303190238863,mean_pairwise_distance,baseline
391,0.09208057920923346,0.07176624479972327,mean_pairwise_distance,baseline
392,0.09208057920923346,0.07675755730730743,mean_pairwise_distance,baseline
393,0.09208057920923346,0.07601786555037668,mean_pairwise_distance,baseline
394,0.09208057920923346,0.06806814387852966,mean_pairwise_distance,baseline
395,0.09208057920923346,0.06814341158734952,mean_pairwise_distance,baseline
396,0.09208057920923346,0.0767246746263014,mean_pairwise_distance,baseline
397,0.09208057920923346,0.13633097372507388,mean_pairwise_distance,baseline
398,0.09208057920923346,0.07345413360671092,mean_pairwise_distance,baseline
