condition,text_branch,field,comparison,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::5,,4,2.9771574085608865,2.7663947725646674,0.21076263599621914
baseline,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::6,,4,2.8427499166948618,2.8432593834364424,-0.0005094667415805887
baseline,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::7,,4,2.7565785605875477,2.735952849340084,0.020625711247463485
baseline,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::8,,3,1.8792413435960444,1.9357177082131445,-0.05647636461710004
baseline,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::9,,4,2.8337900393864954,2.8074548425639225,0.026335196822572904
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.682967032967033,0.317032967032967
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.6545787545787546,0.3454212454212454
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.8974358974358975,0.10256410256410253
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,0.9998168498168498,0.0001831501831501825
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.5164835164835165,0.48351648351648346
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,0.9968864468864469,0.0031135531135531025
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.6573260073260073,0.3426739926739927
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,0.9880952380952381,0.011904761904761862
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.35934065934065934,0.6406593406593406
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,0.8716117216117216,0.12838827838827838
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,0.9999333999334,6.660006659997553e-05
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.978021978021978,0.02197802197802201
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.4197802197802198,0.5802197802197802
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,0.9926739926739926,0.007326007326007411
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.8516483516483516,0.14835164835164838
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.8102564102564103,0.18974358974358974
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,0.6794871794871795,0.3205128205128205
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.36666666666666664,0.6333333333333333
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.6126373626373627,0.3873626373626373
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,0.8567765567765567,0.14322344322344327
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,0.9382783882783883,0.061721611721611724
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,0.8974358974358975,0.10256410256410253
baseline,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.9293040293040293,0.07069597069597067
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::1,,4,-0.6678666881303238,-0.6501752328052801,-0.01769145532504368
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::10,,4,-0.6637440728390298,-0.6440978299723493,-0.019646242866680486
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::11,,4,-0.6595576774983957,-0.6469445617755016,-0.01261311572289403
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::12,,4,-0.6577218656449035,-0.6544537107764477,-0.003268154868455886
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::2,,3,-0.5195890201478753,-0.5047595667669925,-0.014829453380882818
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::3,,4,-0.6572792249706445,-0.6573606388367821,8.141386613758073e-05
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::4,,4,-0.6704896029404469,-0.644564877801068,-0.025924725139378935
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::5,,4,-0.6564031965080059,-0.6492774473170045,-0.007125749191001396
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::6,,4,-0.6663370138096391,-0.6449374956927254,-0.02139951811691365
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::7,,4,-0.6620750228851223,-0.6475704523431395,-0.014504570541982842
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::8,,5,-0.7623340170696689,-0.7624045443613751,7.052729170620164e-05
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::9,,3,-0.5124706009770809,-0.5093701423713549,-0.003100458605725942
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::1,,3,-0.5211216978789993,-0.5121791010178903,-0.008942596861108987
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::10,,3,-0.5091290772798275,-0.5114957306604098,0.0023666533805822842
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::11,,4,-0.6619611730967743,-0.6446014419102061,-0.017359731186568195
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::2,,3,-0.5156084899942462,-0.5050117068335582,-0.010596783160688017
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::3,,4,-0.662823318916663,-0.6507944604853833,-0.012028858431279765
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::4,,2,-0.324063380646721,-0.3147298914695672,-0.00933348917715382
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::5,,4,-0.6642984009538345,-0.6483048195367225,-0.015993581417112046
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::6,,4,-0.664812464301137,-0.6474829101422465,-0.017329554158890592
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::7,,4,-0.6598718019870099,-0.6473162797048944,-0.012555522282115539
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::8,,3,-0.5170860332623062,-0.5030203518798015,-0.014065681382504636
baseline,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::9,,4,-0.6585380630125129,-0.6438303358427399,-0.014707727169773088
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.0048451815795790614,-0.0048451815795790614
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.005134819136303941,-0.005134819136303941
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.006964310874970677,-0.006964310874970677
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.008402927646802128,-0.008402927646802128
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.006946683587891349,-0.006946683587891349
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.011923948558380717,-0.011923948558380717
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.006364943050648238,-0.006364943050648238
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.008194710682017842,-0.008194710682017842
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.005374365085178228,-0.005374365085178228
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.006276313229270458,-0.006276313229270458
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.016050357961182954,-0.016050357961182954
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.009887073128287415,-0.009887073128287415
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.0038792408569484223,-0.0038792408569484223
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.01019936284755093,-0.01019936284755093
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.006703917496651756,-0.006703917496651756
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.00685583090714582,-0.00685583090714582
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.0047118483490082895,-0.0047118483490082895
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.0036071729174655155,-0.0036071729174655155
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.005243661055834429,-0.005243661055834429
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.003112223247011582,-0.003112223247011582
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.009907959767115093,-0.009907959767115093
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.002848191121554187,-0.002848191121554187
baseline,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.008668894533918477,-0.008668894533918477
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::1,,4,1.1555645892362856,1.238446377942685,-0.0828817887063995
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::10,,4,1.1768583384978224,1.3428540398059479,-0.16599570130812547
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::11,,4,1.1996512268139141,1.276114431476124,-0.0764632046622098
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::12,,4,1.2075245064343578,1.244507174826019,-0.0369826683916612
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::2,,3,1.1653140265200586,1.2573539747788829,-0.09203994825882433
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::3,,4,1.2103578354016968,1.2355904533929842,-0.025232617991287398
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::4,,4,1.1398497848655054,1.356822427918513,-0.21697264305300767
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::5,,4,1.2144128706467583,1.2867803585917958,-0.07236748794503756
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::6,,4,1.163541437340109,1.2893334755260661,-0.1257920381859572
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::7,,4,1.1852096401723362,1.2783010742100935,-0.09309143403775733
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::8,,5,1.256735650113759,1.2994509682381827,-0.04271531812442375
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y1::9,,3,1.197868511938864,1.2430260075163024,-0.04515749557743853
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::1,,3,1.1584255519080622,1.2256018806745403,-0.06717632876647817
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::10,,3,1.213534367413194,1.235932166395352,-0.02239779898215799
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::11,,4,1.1852696414292405,1.3301797255968626,-0.14491008416762208
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::2,,3,1.1845392406663662,1.2651871682614366,-0.08064792759507045
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::3,,4,1.1824650038765467,1.2676805881810966,-0.0852155843045499
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::4,,2,1.1136952587731195,1.1675855430405782,-0.05389028426745868
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::5,,4,1.1746204228862689,1.250335884813527,-0.0757154619272582
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::6,,4,1.1704228440718982,1.2912667513115783,-0.12084390723968008
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::7,,4,1.1951259428016479,1.284989693951401,-0.08986375114975309
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::8,,3,1.1756528351144286,1.2555697620982411,-0.07991692698381248
baseline,rephrased,whole,human_vs_claude,vendi,q=1,y2::9,,4,1.2030478369979642,1.2917646596730503,-0.08871682267508607
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::1,,4,2.9699940492965724,2.608126406062557,0.36186764323401555
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::10,,4,2.8357933275312353,2.836841094701449,-0.0010477671702138203
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::11,,4,2.9567889661512305,2.6477639725352757,0.3090249936159548
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::12,,4,2.720645889980325,2.6467262057970715,0.07391968418325368
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::2,,3,1.9340487676408102,1.8490293842724743,0.08501938336833592
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::3,,4,2.788157969612927,2.7959760567947116,-0.007818087181784783
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::4,,4,2.6486803424103207,2.4825196061460915,0.16616073626422923
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::5,,4,2.7498383626836915,2.6775971699450296,0.07224119273866192
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::6,,4,2.9171708721251126,2.7134188869214357,0.20375198520367688
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::7,,4,2.7817115453567554,2.645211236601322,0.1365003087554335
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::8,,5,3.540508173931088,3.259713586406157,0.28079458752493114
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y1::9,,3,1.843461652268884,1.8578136177464035,-0.01435196547751949
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::1,,3,1.994813158212428,1.89535856560309,0.09945459260933798
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::10,,3,1.8658613088833176,1.9245732689739778,-0.058711960090660265
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::11,,4,2.6811209741992,2.760775150623266,-0.07965417642406614
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::2,,3,1.966140056489255,1.758062762881498,0.20807729360775706
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::3,,4,2.957357889658197,2.755279414816512,0.20207847484168484
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::5,,4,2.9561801231305997,2.70874140807879,0.2474387150518096
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::6,,4,2.7211358495817097,2.8815767327318382,-0.1604408831501285
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::7,,4,2.5447333176402243,2.70258502456842,-0.15785170692819595
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::8,,3,1.7826106985860486,1.850841279864707,-0.06823058127865833
baseline,rephrased,whole,human_vs_claude,participation_ratio,,y2::9,,4,2.7027655496998,2.6243548137996062,0.07841073590019398
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::1,,4,2.984885077528934,2.790510942916588,0.19437413461234598
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::10,,4,2.9133031576652733,2.9151795509035727,-0.0018763932382994675
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::11,,4,2.977612407810832,2.8049481896277824,0.17266421818304956
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::12,,4,2.8528974854974987,2.805655117797421,0.047242367700077725
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::2,,3,1.9659958071296253,1.915287557763665,0.0507082493659603
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::3,,4,2.891785254465553,2.8941988306699273,-0.0024135762043742126
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::4,,4,2.813580121085747,2.6818936745555844,0.13168644653016282
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::5,,4,2.86021946122833,2.8263325581123295,0.03388690311600051
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::6,,4,2.958516401428104,2.8488222650335335,0.10969413639457049
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::7,,4,2.8766026860390257,2.8055638030754877,0.071038882963538
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::8,,5,3.737021394578725,3.617030638216928,0.11999075636179724
baseline,rephrased,whole,human_vs_claude,effective_rank,,y1::9,,3,1.915669532609165,1.9212140982669212,-0.005544565657756184
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::1,,3,1.9974003987505193,1.9432166156174968,0.05418378313302252
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::10,,3,1.9285300635747593,1.9606093141066878,-0.032079250531928505
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::11,,4,2.8322835317399986,2.8763260354944657,-0.044042503754467166
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::2,,3,1.982803054619822,1.857675976315361,0.12512707830446113
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::3,,4,2.97836589841131,2.860064669316082,0.11830122909522789
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::5,,4,2.9771574085608865,2.8447804916273975,0.13237691693348896
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::6,,4,2.8427499166948618,2.9402535031723995,-0.09750358647753776
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::7,,4,2.7565785605875477,2.836982630494749,-0.0804040699072015
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::8,,3,1.8792413435960444,1.917483776338086,-0.03824243274204164
