condition,text_branch,field,comparison,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
one_at_a_time,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::9,,4,2.8337900781632737,2.883432318616716,-0.049642240453442454
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.7948717948717948,0.20512820512820518
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.9842490842490842,0.015750915750915806
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.997069597069597,0.002930402930403031
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.9923076923076923,0.007692307692307665
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,0.9972527472527473,0.0027472527472527375
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.8386446886446887,0.16135531135531134
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,0.9935897435897436,0.0064102564102563875
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.991941391941392,0.00805860805860803
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.9926739926739927,0.0073260073260073
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,0.9862637362637363,0.013736263736263687
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.8142857142857143,0.18571428571428572
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.9771062271062271,0.022893772893772923
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,0.9990842490842491,0.0009157509157509125
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.9998168498168498,0.0001831501831501825
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::1,,4,-0.6678666933149141,-0.6674432406136431,-0.00042345270127097656
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::10,,4,-0.6637440759653244,-0.6608203888580663,-0.0029236871072580994
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::11,,4,-0.6595576736318558,-0.6674933348378501,0.007935661205994315
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::12,,4,-0.6577218686915046,-0.6698271885769641,0.012105319885459487
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::2,,3,-0.5195890201478753,-0.5284114090694656,0.008822388921590263
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::3,,4,-0.6572792338244783,-0.6675042875824183,0.010225053757940028
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::4,,4,-0.6704896029404469,-0.6681349264455776,-0.002354676494869312
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::5,,4,-0.6564031953653111,-0.667492112747695,0.011088917382383934
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::6,,4,-0.6663370113142371,-0.6659574383140625,-0.000379573000174549
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::7,,4,-0.6620750206639691,-0.6715851497249641,0.00951012906099502
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::8,,5,-0.7623340192797385,-0.7782178330902304,0.015883813810491865
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::9,,3,-0.512470624117398,-0.5265905665669365,0.014119942449538514
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::1,,3,-0.5211217033873686,-0.526925860819663,0.0058041574322943434
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::10,,3,-0.5091290896776226,-0.5297114229892889,0.020582333311666257
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::11,,4,-0.6619611734663334,-0.6666191071586061,0.004657933692272631
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::2,,3,-0.5156084880427801,-0.5260538750478297,0.0104453870050496
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::3,,4,-0.662823318916663,-0.6662363436449351,0.003413024728272096
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::4,,2,-0.3240633818719248,-0.33007586802764993,0.0060124861557251386
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::5,,4,-0.6642984001584771,-0.6690320458800377,0.004733645721560653
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::6,,4,-0.6648124722080446,-0.6684565764930713,0.003644104285026706
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::7,,4,-0.6598717962449728,-0.6713663493903033,0.011494553145330433
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::8,,3,-0.517086047202578,-0.5260313519105633,0.008945304707985269
one_at_a_time,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::9,,4,-0.6585380732599415,-0.6705336757088805,0.011995602448938936
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.011507919513264528,-0.011507919513264528
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.01115465192718227,-0.01115465192718227
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.019506831390169597,-0.019506831390169597
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.028641448929668748,-0.028641448929668748
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.015100144428700255,-0.015100144428700255
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.02772300791041085,-0.02772300791041085
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.009666854729100501,-0.009666854729100501
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.025055300514871457,-0.025055300514871457
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.01589564281514212,-0.01589564281514212
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.02929047496402448,-0.02929047496402448
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.03999574315522148,-0.03999574315522148
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.023998251990758803,-0.023998251990758803
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.013293360536154411,-0.013293360536154411
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.031690906763937786,-0.031690906763937786
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.017462283755214598,-0.017462283755214598
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.015560876115864597,-0.015560876115864597
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.014116689522048368,-0.014116689522048368
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.008737803709018638,-0.008737803709018638
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.01830420418385799,-0.01830420418385799
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.011431648562695964,-0.011431648562695964
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.02595802748277992,-0.02595802748277992
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.011782064372357999,-0.011782064372357999
one_at_a_time,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.027168222424359175,-0.027168222424359175
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::1,,4,1.155564561314244,1.1439367468795365,0.011627814434707506
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::10,,4,1.1768583228727947,1.1798563927600518,-0.0029980698872571487
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::11,,4,1.1996512466070954,1.1237863547132219,0.07586489189387358
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::12,,4,1.2075244916382069,1.1502228268285828,0.057301664809624064
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::2,,3,1.1653140265200586,1.1046022005702747,0.06071182594978386
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::3,,4,1.210357789362967,1.127677997906121,0.08267979145684579
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::4,,4,1.1398497848655054,1.1431274347177136,-0.003277649852208242
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::5,,4,1.2144128781909447,1.1316177421382325,0.08279513605271216
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::6,,4,1.1635414506723312,1.1677581338258158,-0.004216683153484668
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::7,,4,1.1852096501936706,1.099317908503993,0.08589174168967761
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::8,,5,1.2567356403111214,1.1517820678119328,0.10495357249918857
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y1::9,,3,1.197868402719704,1.0924416600447115,0.10542674267499241
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::1,,3,1.1584255249669457,1.0965871765422028,0.061838348424742895
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::10,,3,1.2135343110527363,1.0863203649623507,0.1272139460903856
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::11,,4,1.1852696390750936,1.1448160116042463,0.04045362747084735
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::2,,3,1.1845392510293682,1.1118698233184972,0.07266942771087104
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::3,,4,1.1824650038765467,1.1603448509982361,0.022120152878310595
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::4,,2,1.113695253622574,1.0787691162759836,0.034926137346590336
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::5,,4,1.1746204263773938,1.1522936989944896,0.0223267273829042
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::6,,4,1.170422800577614,1.184460087748041,-0.014037287170426849
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::7,,4,1.1951259732600987,1.1295792764126975,0.06554669684740122
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::8,,3,1.1756527682878355,1.1173026340729666,0.0583501342148689
one_at_a_time,rephrased,whole,human_vs_claude,vendi,q=1,y2::9,,4,1.203047784639316,1.127950494023356,0.07509729061595993
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::1,,4,2.9699940691672517,2.8812789632544105,0.08871510591284126
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::10,,4,2.8357934072981474,2.3519431093847527,0.48385029791339473
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::11,,4,2.956788896868678,2.8788193278419083,0.07796956902676966
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::12,,4,2.720646004490224,2.4591946684759196,0.2614513360143045
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::2,,3,1.9340487676408102,1.919505243027108,0.01454352461370223
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::3,,4,2.788157944914464,2.5564122905150772,0.23174565439938677
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::4,,4,2.6486803424103207,2.6539420817227777,-0.005261739312456992
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::5,,4,2.7498385689806657,2.7145911700791836,0.0352473989014821
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::6,,4,2.917170891432844,2.5107592680741897,0.40641162335865433
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::7,,4,2.781711317528144,2.848304807075646,-0.06659348954750222
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::8,,5,3.5405083877595573,3.3167165732783137,0.22379181448124363
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y1::9,,3,1.8434614736013706,1.9442093461260033,-0.10074787252463269
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::1,,3,1.9948131253963168,1.9805302298887817,0.014282895507535143
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::10,,3,1.8658613399911144,1.924200610252837,-0.0583392702617227
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::11,,4,2.6811209393307003,2.6565608352682615,0.024560104062438803
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::2,,3,1.9661401764948998,1.909951044161108,0.05618913233379175
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::3,,4,2.957357889658197,2.6172037259535306,0.34015416370466633
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::4,,2,1.0,1.0,0.0
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::5,,4,2.956179993283646,2.7928109075031804,0.16336908578046572
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::6,,4,2.7211355672880795,2.549928073917693,0.17120749337038665
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::7,,4,2.5447334266535924,2.6711573823483095,-0.1264239556947171
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::8,,3,1.7826105690441305,1.9373015555955913,-0.15469098655146074
one_at_a_time,rephrased,whole,human_vs_claude,participation_ratio,,y2::9,,4,2.702765624618908,2.7463143350772006,-0.04354871045829256
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::1,,4,2.984885087817498,2.9376484828764626,0.04723660494103532
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::10,,4,2.913303235497029,2.6201348983710298,0.2931683371259992
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::11,,4,2.977612371684796,2.9364506878322802,0.04116168385251573
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::12,,4,2.8528975498294997,2.691859780942816,0.16103776888668353
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::2,,3,1.9659958071296253,1.9576186444168826,0.008377162712742692
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::3,,4,2.8917852334214924,2.743247398436618,0.14853783498487427
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::4,,4,2.813580121085747,2.8015672348950384,0.012012886190708727
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::5,,4,2.8602195756993845,2.844272395625224,0.015947180074160627
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::6,,4,2.958516398139451,2.728388186133124,0.23012821200632727
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::7,,4,2.876602552320114,2.9212525924084964,-0.04465004008838225
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::8,,5,3.737021554582602,3.622684499474401,0.11433705510820102
one_at_a_time,rephrased,whole,human_vs_claude,effective_rank,,y1::9,,3,1.915669428887814,1.9706742787878047,-0.05500484989999066
