condition,text_version,comparison,comparison_label,target_proposal_uid,target_cohort,target_proposal_id,target_proposal_title,target_human_n_reviews,ai_panel_id,ai_panel_size,ai_panel_review_uids,metric,human_metric_value,ai_metric_value,field_branch
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::003"", ""persona::y1::10::claude-sonnet-5::005""]",mst_dispersion,0.06397157907485962,0.05002015829086304,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::003"", ""persona::y1::10::claude-sonnet-5::005""]",sparseness,0.03198589551874029,0.02280912950427172,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0001,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::003"", ""persona::y1::10::claude-sonnet-5::005""]",remote_clique,0.0839314063390096,0.06013060609499613,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",mean_pairwise,0.0839314063390096,0.06196710467338562,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",nn,0.06056398153305054,0.05295543372631073,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",centroid_loo,0.05712273177694835,0.04195511898676327,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",global_centroid_dist,0.03198589551874029,0.023514104732475755,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",medoid_dist,0.05220402777194977,0.040084660053253174,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",span90,0.03941743968109367,0.026941298873109254,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",mst_dispersion,0.06397157907485962,0.05344621340433756,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",sparseness,0.03198589551874029,0.023514104732475755,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0002,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::002"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",remote_clique,0.0839314063390096,0.06196710467338562,strengths
persona,rephrased,claude,Claude,y1::10,y1,10,Transposable elements and the emergence of genomic innovation,4,claude_y1::10_0003,4,"[""persona::y1::10::claude-sonnet-5::001"", ""persona::y1::10::claude-sonnet-5::003"", ""persona::y1::10::claude-sonnet-5::004"", ""persona::y1::10::claude-sonnet-5::005""]",mean_pairwise,0.0839314063390096,0.06632514794667561,strengths
