proposal_uid,title,group_model,group_binary,centroid_dist_raw,centroid_dist_loo,group,centroid_dist
P_069,Decoding the Emergent Logic of Phase-Separated Condensates: A Multi-Scale Data Synthesis of Biomolecular Organization Principles,Claude,AI,0.026092971648002505,0.028692776124223496,Claude,0.028692776124223496
P_070,"Temporal Emergence in Protein Interaction Networks: Synthesizing Dynamic Interactomics Across Cell Cycle, Circadian, and Stress Response Programs",Claude,AI,0.611797166808449,0.6528279440605259,Claude,0.6528279440605259
P_071,"The Mesoscale Architecture of Mitochondrial Contact Sites: Integrating Structural, Proteomic, and Functional Data to Understand Emergent Organelle Communication",Claude,AI,0.016229775750655207,0.017856162841950463,Claude,0.017856162841950463
P_072,"Emergent Properties of the Cellular Crowding Landscape: Synthesizing Biophysical, Structural, and Systems Data to Understand Macromolecular Organization",Claude,AI,0.016675118229482755,0.018345700766963513,Claude,0.018345700766963513
P_073,"Deciphering the Emergence of Cellular Polarity: Multi-Scale Data Synthesis Across Molecular, Mesoscale, and Cellular Organization",Claude,AI,0.017764409083288468,0.01954299469970988,Claude,0.01954299469970988
P_074,"The Grammar of Intrinsically Disordered Regions: Synthesizing Sequence, Structure, and Function Data to Predict Emergent Behaviors",Claude,AI,0.02777480137538968,0.030539461410156177,Claude,0.030539461410156177
P_075,"Emergent Organization of the Cytoskeletal Interactome: Integrating Structural, Dynamic, and Functional Data Across Actin, Microtubule, and Intermediate Filament Networks",Claude,AI,0.018225091431594675,0.020049312123387786,Claude,0.020049312123387786
P_076,Synthesizing the Spatiotemporal Logic of Post-Translational Modification Crosstalk: From Molecular Signals to Emergent Cellular Decisions,Claude,AI,0.6738220233676668,0.7167992766677154,Claude,0.7167992766677154
P_077,"The Emergent Architecture of Stress Granules: Multi-Modal Data Synthesis to Understand Assembly, Composition, and Function",Claude,AI,0.019199874838570663,0.021120576150897907,Claude,0.021120576150897907
P_078,"Decoding Emergent Metabolic Channeling: Synthesizing Structural, Interaction, and Flux Data to Understand Metabolon Organization",Claude,AI,0.020069369787794722,0.02207603726661822,Claude,0.02207603726661822
P_079,"The Emergence of Ribosome Heterogeneity: Synthesizing Structural, Compositional, and Translational Data to Understand Specialized Ribosomes",Claude,AI,0.021200099886544033,0.02331843018768498,Claude,0.02331843018768498
P_080,"Emergent Properties of the Nuclear Pore Complex: Integrating Structural, Transport, and Regulatory Data Across Scales",Claude,AI,0.019225358155270267,0.021148580162971276,Claude,0.021148580162971276
P_081,"The Emergence of Cellular Memory: Synthesizing Epigenetic, Transcriptional, and Chromatin Data to Understand Heritable Cell States",Claude,AI,0.03226545046521778,0.03546868365953615,Claude,0.03546868365953615
P_082,"Decoding the Emergent Logic of Protein Quality Control Networks: Multi-Scale Synthesis of Chaperone, Degradation, and Aggregation Data",Claude,AI,0.016177036368436593,0.01779818824652757,Claude,0.01779818824652757
P_083,"The Emergence of Signaling Specificity: Synthesizing Interaction, Localization, and Kinetic Data to Understand Pathway Insulation",Claude,AI,0.02023717960358462,0.022260428229455287,Claude,0.022260428229455287
P_084,"Emergent Properties of the Centrosome: Integrating Structural, Compositional, and Functional Data to Understand Microtubule Organizing Center Function",Claude,AI,0.028299871379937724,0.031115932382141498,Claude,0.031115932382141498
P_085,"The Emergence of Autophagosome Selectivity: Synthesizing Receptor, Cargo, and Membrane Data to Understand Selective Autophagy",Claude,AI,0.018558844324887414,0.020416111147233185,Claude,0.020416111147233185
P_086,"Decoding Emergent mRNA Fate Decisions: Synthesizing RNA-Protein Interaction, Localization, and Decay Data",Claude,AI,0.022452530482906408,0.024694368810011857,Claude,0.024694368810011857
P_087,"The Emergence of Synaptic Organization: Integrating Proteomic, Structural, and Functional Data Across Synaptic Compartments",Claude,AI,0.020994208283229066,0.023092217334634846,Claude,0.023092217334634846
P_088,"Emergent Properties of the Glycocalyx: Synthesizing Glycomic, Proteomic, and Functional Data to Understand Cell Surface Organization",Claude,AI,0.02817682372240138,0.030980842119472385,Claude,0.030980842119472385
P_089,"The Emergence of Enhancer-Promoter Specificity: Synthesizing Chromatin, Transcription, and 3D Genome Data",Claude,AI,0.023552160237233277,0.025902287898583065,Claude,0.025902287898583065
P_090,"Decoding the Emergent Organization of the Endoplasmic Reticulum: Multi-Scale Synthesis of Structure, Function, and Dynamics",Claude,AI,0.019853492510135018,0.021838824608195306,Claude,0.021838824608195306
P_091,"The Emergence of Cellular Mechanoresponses: Synthesizing Force, Structural, and Signaling Data Across Mechanotransduction Pathways",Claude,AI,0.022021502305525575,0.024220855453320866,Claude,0.024220855453320866
P_023,A Cross-Modal Synthesis of Biomolecular Condensate Material Properties and Cellular Function Across Species and Perturbations,GPT-5.2,AI,0.025908942081867337,0.02856748540474152,GPT-5.2,0.02856748540474152
P_024,"Emergent Principles of Organelle Contact Sites: A Synthesis of Proteomics, Imaging, and Genetic Interaction Data",GPT-5.2,AI,0.5666828000125597,0.6071752615994721,GPT-5.2,0.6071752615994721
P_025,"A Pan-Cell Atlas of Cytoskeletal Self-Organization: Integrating Live-Cell Imaging, Proteomics, and Biophysical Models",GPT-5.2,AI,0.02548415075456323,0.028099756450177926,GPT-5.2,0.028099756450177926
P_026,"Emergent Chromatin Domains at the Mesoscale: Synthesizing Hi-C, Imaging, and Epigenomic Data to Explain 3D Genome Function",GPT-5.2,AI,0.6002192200387215,0.6419990933941561,GPT-5.2,0.6419990933941561
P_027,"A Unified Synthesis of Protein Complex Stoichiometry and Assembly Pathways from Structural, Proteomic, and Ribosome Profiling Data",GPT-5.2,AI,0.02576438615747345,0.028408320399805786,GPT-5.2,0.028408320399805786
P_028,"Mesoscale Metabolic Channeling: Synthesizing Spatial Proteomics, Metabolomics, and Enzyme Complex Data to Map Functional Microdomains",GPT-5.2,AI,0.026497333668472844,0.029215315245120332,GPT-5.2,0.029215315245120332
P_029,Emergent Robustness in Gene Regulatory Networks: A Synthesis of Single-Cell Perturbation Atlases Across Cell Types,GPT-5.2,AI,0.026656317423837894,0.029390352146508203,GPT-5.2,0.029390352146508203
P_030,"A Community Synthesis of Mesoscale Protein Quality Control: Integrating Proteostasis Networks, Aggregation Data, and Stress Responses",GPT-5.2,AI,0.02422362714699844,0.026711692679958432,GPT-5.2,0.026711692679958432
P_031,"Emergent Cell Polarity from Molecular Interactions: Synthesizing Spatial Transcriptomics, Proteomics, and Imaging Across Epithelia",GPT-5.2,AI,0.03072137346842274,0.033864841896181996,GPT-5.2,0.033864841896181996
P_032,"A Synthesis of Mitochondrial Network Emergence: Linking Morphodynamics, Proteostasis, and Bioenergetics Across Cell Types",GPT-5.2,AI,0.024864265252867,0.02741717463803295,GPT-5.2,0.02741717463803295
P_033,"Emergent Signaling Specificity: Integrating Single-Cell Phospho-Proteomics, Kinase Networks, and Imaging to Decode Pathway Crosstalk",GPT-5.2,AI,0.02096381859620533,0.023121171680955288,GPT-5.2,0.023121171680955288
P_034,A Comparative Synthesis of Ribosome Heterogeneity and Specialized Translation Across Tissues and Stress Conditions,GPT-5.2,AI,0.029315397748013172,0.032317480127258325,GPT-5.2,0.032317480127258325
P_035,"Emergent Properties of Membrane Microdomains: Integrating Lipidomics, Proteomics, and Super-Resolution Imaging of Raft-Like Assemblies",GPT-5.2,AI,0.6107696686674973,0.6529301195832593,GPT-5.2,0.6529301195832593
P_036,A Multi-Scale Synthesis of Endocytic Trafficking Emergence: From Coat Assembly to Organelle Identity,GPT-5.2,AI,0.023534271607567825,0.025952507333242947,GPT-5.2,0.025952507333242947
P_037,"Emergent Control of Cell Cycle Transitions: Integrating Single-Cell Time Series, Proteomics, and Perturbation Screens",GPT-5.2,AI,0.02615300430219636,0.02883620723946334,GPT-5.2,0.02883620723946334
P_038,"A Synthesis of Nuclear Body Emergence: Integrating Proteomics, RNA Localization, and Imaging of Speckles, Nucleoli, and PML Bodies",GPT-5.2,AI,0.022661155723092463,0.02499086541793072,GPT-5.2,0.02499086541793072
P_039,"Emergent Antibiotic Tolerance Mechanisms: Synthesizing Bacterial Single-Cell Physiology, Transcriptomics, and Metabolic Models",GPT-5.2,AI,0.03282085735390772,0.03617501101298903,GPT-5.2,0.03617501101298903
P_040,"A Cross-Species Synthesis of Autophagosome Biogenesis: Integrating Proteomics, Lipid Signatures, and Imaging Dynamics",GPT-5.2,AI,0.031057175907656553,0.0342343778237324,GPT-5.2,0.0342343778237324
P_041,"Emergent RNA Localization Codes: Synthesizing Subcellular Transcriptomics, RBP Binding Maps, and Imaging to Predict RNA Destinations",GPT-5.2,AI,0.0281292626515115,0.031011881792415208,GPT-5.2,0.031011881792415208
P_042,"A Community Meta-Analysis of Multivesicular Body and Exosome Biogenesis: Integrating ESCRT Networks, Proteomics, and Imaging",GPT-5.2,AI,0.027298828314665124,0.03009770858190297,GPT-5.2,0.03009770858190297
P_043,"Emergent Mechanics of the Nucleus: Integrating Lamin Variants, Chromatin State, and Microscopy-Based Deformation Phenotypes",GPT-5.2,AI,0.022161611314135965,0.02444063044412792,GPT-5.2,0.02444063044412792
P_044,"A Synthesis of Spatially Structured Immune Synapse Formation: Integrating Imaging, Proteomics, and Signaling Perturbation Data",GPT-5.2,AI,0.024805531004702175,0.027352497450792712,GPT-5.2,0.027352497450792712
P_045,"Emergent Principles of Protein Allostery at Scale: Integrating Structural Ensembles, Mutational Scans, and Functional Genomics",GPT-5.2,AI,0.03660994757132907,0.04034300381477429,GPT-5.2,0.04034300381477429
P_046,Deciphering the Sequence-to-Emergent-Property Grammar of Biomolecular Condensates,Gemini,AI,0.015571718736858031,0.017084047979008643,Gemini,0.017084047979008643
P_047,Emergence of Cellular Morphology from Cytoskeletal Crosstalk and Motor Protein Dynamics,Gemini,AI,0.013002334650722203,0.014267001983713667,Gemini,0.014267001983713667
P_048,Synthesizing the Emergent Properties of Chromatin Topology and Epigenetic Memory,Gemini,AI,0.023650627508951416,0.025936854411245935,Gemini,0.025936854411245935
P_049,Emergence of Metabolic Adaptation through Mitochondrial Reticular Network Dynamics,Gemini,AI,0.6976442296996372,0.7399712238497563,Gemini,0.7399712238497563
P_050,Decoding the Mesoscale Emergence of Lipid Raft Clustering and Transmembrane Signaling,Gemini,AI,0.017237078937754946,0.01890953572647791,Gemini,0.01890953572647791
P_051,Uncovering the Rules of Nucleolar Assembly and Ribosome Biogenesis Emergence,Gemini,AI,0.01578482238801404,0.017317659304502908,Gemini,0.017317659304502908
P_052,Emergent Dynamics of Synaptic Vesicle Pools and Neurotransmitter Release Probability,Gemini,AI,0.023200734080121688,0.02544405683372275,Gemini,0.02544405683372275
P_053,Synthesizing the Mechanotransductive Emergence of Focal Adhesion Maturation,Gemini,AI,0.012532086779900364,0.013751346779429463,Gemini,0.013751346779429463
P_054,Decoding the Emergence of Stress Granules and Cellular Resilience Networks,Gemini,AI,0.01862783425479031,0.020433776629026568,Gemini,0.020433776629026568
P_055,Emergent Transport Selectivity of the Nuclear Pore Complex Assembly,Gemini,AI,0.021163475633728335,0.0232122319491862,Gemini,0.0232122319491862
P_056,Synthesizing the Emergence of Autophagosomes at ER-Mitochondria Contact Sites,Gemini,AI,0.015540773173552513,0.017050123943667228,Gemini,0.017050123943667228
P_057,Emergent Cargo Sorting Dynamics in Extracellular Vesicle Biogenesis,Gemini,AI,0.019336481983891707,0.021210357179118455,Gemini,0.021210357179118455
P_058,Decoding the Emergence of Viral Inclusion Bodies and Host Cell Hijacking,Gemini,AI,0.017953382443635535,0.019694617713089557,Gemini,0.019694617713089557
P_059,Synthesizing the Emergent Biophysics of Centrosome Maturation and Spindle Bipolarity,Gemini,AI,0.019530870306173953,0.021423370324199054,Gemini,0.021423370324199054
P_060,Emergence of Secretory Flux from Golgi Cisternal Stacking Dynamics,Gemini,AI,0.012323576371753964,0.013522694595743179,Gemini,0.013522694595743179
P_061,Decoding the Emergent Assembly of Plant Cell Wall Cellulose Synthase Rosettes,Gemini,AI,0.025345617897331252,0.027793283378367062,Gemini,0.027793283378367062
P_062,Synthesizing the Emergent Assembly of Bacterial Microcompartments,Gemini,AI,0.022442065362092256,0.02461298652646693,Gemini,0.02461298652646693
P_063,Emergence of Lipid Homeostasis through Peroxisome Biogenesis Networks,Gemini,AI,0.019616115524766276,0.021516781762504267,Gemini,0.021516781762504267
P_064,Decoding the Emergent Membrane Scission Dynamics of the ESCRT Machinery,Gemini,AI,0.01937810838280085,0.02125597229525855,Gemini,0.02125597229525855
P_065,Synthesizing the Emergent Architecture of the Cellular Glycocalyx Meshwork,Gemini,AI,0.02279400441169399,0.024998519933873253,Gemini,0.024998519933873253
P_066,Emergent Contractility from Myosin II Thick Filament Assembly in Non-Muscle Cells,Gemini,AI,0.018436671522070402,0.020224278835100695,Gemini,0.020224278835100695
P_067,Decoding the Emergent Dynamics of Proteasome Clustering and Localized Degradation,Gemini,AI,0.01527771475538131,0.01676174266917707,Gemini,0.01676174266917707
P_068,Synthesizing the Emergent Meshwork of the Nuclear Lamina and Genome Tethering,Gemini,AI,0.01632270805780489,0.017907284941191648,Gemini,0.017907284941191648
P_023,A Cross-Modal Synthesis of Biomolecular Condensate Material Properties and Cellular Function Across Species and Perturbations,GPT-5.2,AI,0.02154171845166819,0.02222694755277732,GPT-5.2,0.02222694755277732
P_024,"Emergent Principles of Organelle Contact Sites: A Synthesis of Proteomics, Imaging, and Genetic Interaction Data",GPT-5.2,AI,0.6086402478460962,0.622064833852626,GPT-5.2,0.622064833852626
P_025,"A Pan-Cell Atlas of Cytoskeletal Self-Organization: Integrating Live-Cell Imaging, Proteomics, and Biophysical Models",GPT-5.2,AI,0.019399025235341982,0.02001679692064906,GPT-5.2,0.02001679692064906
P_026,"Emergent Chromatin Domains at the Mesoscale: Synthesizing Hi-C, Imaging, and Epigenomic Data to Explain 3D Genome Function",GPT-5.2,AI,0.643648840569982,0.6574768556425389,GPT-5.2,0.6574768556425389
P_027,"A Unified Synthesis of Protein Complex Stoichiometry and Assembly Pathways from Structural, Proteomic, and Ribosome Profiling Data",GPT-5.2,AI,0.0203784344933291,0.02102705968210361,GPT-5.2,0.02102705968210361
P_028,"Mesoscale Metabolic Channeling: Synthesizing Spatial Proteomics, Metabolomics, and Enzyme Complex Data to Map Functional Microdomains",GPT-5.2,AI,0.020736846094733807,0.02139675388908513,GPT-5.2,0.02139675388908513
P_029,Emergent Robustness in Gene Regulatory Networks: A Synthesis of Single-Cell Perturbation Atlases Across Cell Types,GPT-5.2,AI,0.026610491513236245,0.0274546828473069,GPT-5.2,0.0274546828473069
P_030,"A Community Synthesis of Mesoscale Protein Quality Control: Integrating Proteostasis Networks, Aggregation Data, and Stress Responses",GPT-5.2,AI,0.022348830261697206,0.023059429149966948,GPT-5.2,0.023059429149966948
P_031,"Emergent Cell Polarity from Molecular Interactions: Synthesizing Spatial Transcriptomics, Proteomics, and Imaging Across Epithelia",GPT-5.2,AI,0.027690115280597727,0.028568053055535003,GPT-5.2,0.028568053055535003
P_032,"A Synthesis of Mitochondrial Network Emergence: Linking Morphodynamics, Proteostasis, and Bioenergetics Across Cell Types",GPT-5.2,AI,0.02280542354154469,0.023530364767991863,GPT-5.2,0.023530364767991863
P_033,"Emergent Signaling Specificity: Integrating Single-Cell Phospho-Proteomics, Kinase Networks, and Imaging to Decode Pathway Crosstalk",GPT-5.2,AI,0.019031255028654437,0.01963743286689823,GPT-5.2,0.01963743286689823
P_034,A Comparative Synthesis of Ribosome Heterogeneity and Specialized Translation Across Tissues and Stress Conditions,GPT-5.2,AI,0.02813547596573618,0.029027323249385395,GPT-5.2,0.029027323249385395
P_035,"Emergent Properties of Membrane Microdomains: Integrating Lipidomics, Proteomics, and Super-Resolution Imaging of Raft-Like Assemblies",GPT-5.2,AI,0.6551777919699732,0.6691300209617912,GPT-5.2,0.6691300209617912
P_036,A Multi-Scale Synthesis of Endocytic Trafficking Emergence: From Coat Assembly to Organelle Identity,GPT-5.2,AI,0.02128887494276477,0.02196615190731055,GPT-5.2,0.02196615190731055
P_037,"Emergent Control of Cell Cycle Transitions: Integrating Single-Cell Time Series, Proteomics, and Perturbation Screens",GPT-5.2,AI,0.02506815990791833,0.025864073588490633,GPT-5.2,0.025864073588490633
P_038,"A Synthesis of Nuclear Body Emergence: Integrating Proteomics, RNA Localization, and Imaging of Speckles, Nucleoli, and PML Bodies",GPT-5.2,AI,0.018540987162337208,0.019131702289593377,GPT-5.2,0.019131702289593377
P_039,"Emergent Antibiotic Tolerance Mechanisms: Synthesizing Bacterial Single-Cell Physiology, Transcriptomics, and Metabolic Models",GPT-5.2,AI,0.03364318239871,0.034706494065708915,GPT-5.2,0.034706494065708915
P_040,"A Cross-Species Synthesis of Autophagosome Biogenesis: Integrating Proteomics, Lipid Signatures, and Imaging Dynamics",GPT-5.2,AI,0.027911405193656535,0.028796255093011203,GPT-5.2,0.028796255093011203
P_041,"Emergent RNA Localization Codes: Synthesizing Subcellular Transcriptomics, RBP Binding Maps, and Imaging to Predict RNA Destinations",GPT-5.2,AI,0.025656848899928697,0.026471199047841898,GPT-5.2,0.026471199047841898
P_042,"A Community Meta-Analysis of Multivesicular Body and Exosome Biogenesis: Integrating ESCRT Networks, Proteomics, and Imaging",GPT-5.2,AI,0.028112283676061556,0.029003406674786625,GPT-5.2,0.029003406674786625
P_043,"Emergent Mechanics of the Nucleus: Integrating Lamin Variants, Chromatin State, and Microscopy-Based Deformation Phenotypes",GPT-5.2,AI,0.017577630440543834,0.018137938403759435,GPT-5.2,0.018137938403759435
P_044,"A Synthesis of Spatially Structured Immune Synapse Formation: Integrating Imaging, Proteomics, and Signaling Perturbation Data",GPT-5.2,AI,0.022907164394089796,0.023635300487864774,GPT-5.2,0.023635300487864774
P_045,"Emergent Principles of Protein Allostery at Scale: Integrating Structural Ensembles, Mutational Scans, and Functional Genomics",GPT-5.2,AI,0.02843901327836562,0.029340336763928443,GPT-5.2,0.029340336763928443
P_046,Deciphering the Sequence-to-Emergent-Property Grammar of Biomolecular Condensates,Gemini,AI,0.0190158225028616,0.019621513706362892,Gemini,0.019621513706362892
P_047,Emergence of Cellular Morphology from Cytoskeletal Crosstalk and Motor Protein Dynamics,Gemini,AI,0.017571194618249963,0.018131299373251974,Gemini,0.018131299373251974
P_048,Synthesizing the Emergent Properties of Chromatin Topology and Epigenetic Memory,Gemini,AI,0.02421888190068533,0.024988177599562844,Gemini,0.024988177599562844
P_049,Emergence of Metabolic Adaptation through Mitochondrial Reticular Network Dynamics,Gemini,AI,0.6710282864777575,0.6851443094697356,Gemini,0.6851443094697356
P_050,Decoding the Mesoscale Emergence of Lipid Raft Clustering and Transmembrane Signaling,Gemini,AI,0.024924198097173056,0.025715601429882717,Gemini,0.025715601429882717
P_051,Uncovering the Rules of Nucleolar Assembly and Ribosome Biogenesis Emergence,Gemini,AI,0.01741260271322742,0.017967698652824216,Gemini,0.017967698652824216
P_052,Emergent Dynamics of Synaptic Vesicle Pools and Neurotransmitter Release Probability,Gemini,AI,0.028791990608188822,0.029704329859757017,Gemini,0.029704329859757017
P_053,Synthesizing the Mechanotransductive Emergence of Focal Adhesion Maturation,Gemini,AI,0.01614462633689273,0.016659645481308605,Gemini,0.016659645481308605
P_054,Decoding the Emergence of Stress Granules and Cellular Resilience Networks,Gemini,AI,0.021502543153708142,0.02218654030512468,Gemini,0.02218654030512468
P_055,Emergent Transport Selectivity of the Nuclear Pore Complex Assembly,Gemini,AI,0.026188029299046844,0.027019004821837278,Gemini,0.027019004821837278
P_056,Synthesizing the Emergence of Autophagosomes at ER-Mitochondria Contact Sites,Gemini,AI,0.02217663966163641,0.022881827956146017,Gemini,0.022881827956146017
P_057,Emergent Cargo Sorting Dynamics in Extracellular Vesicle Biogenesis,Gemini,AI,0.024024005296487072,0.024787189674568055,Gemini,0.024787189674568055
P_058,Decoding the Emergence of Viral Inclusion Bodies and Host Cell Hijacking,Gemini,AI,0.02172095860397083,0.022411823647280116,Gemini,0.022411823647280116
P_059,Synthesizing the Emergent Biophysics of Centrosome Maturation and Spindle Bipolarity,Gemini,AI,0.026916449578610835,0.02777020840490252,Gemini,0.02777020840490252
P_060,Emergence of Secretory Flux from Golgi Cisternal Stacking Dynamics,Gemini,AI,0.01620183087802829,0.016718659243263656,Gemini,0.016718659243263656
P_061,Decoding the Emergent Assembly of Plant Cell Wall Cellulose Synthase Rosettes,Gemini,AI,0.02924211244196373,0.030168493147161524,Gemini,0.030168493147161524
P_062,Synthesizing the Emergent Assembly of Bacterial Microcompartments,Gemini,AI,0.027951011844298712,0.028837098715978948,Gemini,0.028837098715978948
P_063,Emergence of Lipid Homeostasis through Peroxisome Biogenesis Networks,Gemini,AI,0.021715179496258896,0.022405862803395737,Gemini,0.022405862803395737
P_064,Decoding the Emergent Membrane Scission Dynamics of the ESCRT Machinery,Gemini,AI,0.025569907917312618,0.026381535979809634,Gemini,0.026381535979809634
P_065,Synthesizing the Emergent Architecture of the Cellular Glycocalyx Meshwork,Gemini,AI,0.026894012566031744,0.027747069859668683,Gemini,0.027747069859668683
P_066,Emergent Contractility from Myosin II Thick Filament Assembly in Non-Muscle Cells,Gemini,AI,0.023881239312247837,0.024639945845612243,Gemini,0.024639945845612243
P_067,Decoding the Emergent Dynamics of Proteasome Clustering and Localized Degradation,Gemini,AI,0.017682703909416175,0.018246329939586192,Gemini,0.018246329939586192
P_068,Synthesizing the Emergent Meshwork of the Nuclear Lamina and Genome Tethering,Gemini,AI,0.021585806082591974,0.022272421546290055,Gemini,0.022272421546290055
P_069,Decoding the Emergent Logic of Phase-Separated Condensates: A Multi-Scale Data Synthesis of Biomolecular Organization Principles,Claude,AI,0.024305860231487952,0.025077883081349728,Claude,0.025077883081349728
P_070,"Temporal Emergence in Protein Interaction Networks: Synthesizing Dynamic Interactomics Across Cell Cycle, Circadian, and Stress Response Programs",Claude,AI,0.6119849282935828,0.625449764646506,Claude,0.625449764646506
P_071,"The Mesoscale Architecture of Mitochondrial Contact Sites: Integrating Structural, Proteomic, and Functional Data to Understand Emergent Organelle Communication",Claude,AI,0.018544491917122263,0.01913531757818354,Claude,0.01913531757818354
P_072,"Emergent Properties of the Cellular Crowding Landscape: Synthesizing Biophysical, Structural, and Systems Data to Understand Macromolecular Organization",Claude,AI,0.01734705220574484,0.017900077620792487,Claude,0.017900077620792487
P_073,"Deciphering the Emergence of Cellular Polarity: Multi-Scale Data Synthesis Across Molecular, Mesoscale, and Cellular Organization",Claude,AI,0.018413264725300027,0.01899995023468848,Claude,0.01899995023468848
P_074,"The Grammar of Intrinsically Disordered Regions: Synthesizing Sequence, Structure, and Function Data to Predict Emergent Behaviors",Claude,AI,0.03230855894046736,0.03333041514059665,Claude,0.03333041514059665
P_075,"Emergent Organization of the Cytoskeletal Interactome: Integrating Structural, Dynamic, and Functional Data Across Actin, Microtubule, and Intermediate Filament Networks",Claude,AI,0.0208203151641273,0.021482849902376255,Claude,0.021482849902376255
P_076,Synthesizing the Spatiotemporal Logic of Post-Translational Modification Crosstalk: From Molecular Signals to Emergent Cellular Decisions,Claude,AI,0.6727302520431984,0.6868633825347715,Claude,0.6868633825347715
P_077,"The Emergent Architecture of Stress Granules: Multi-Modal Data Synthesis to Understand Assembly, Composition, and Function",Claude,AI,0.02050858938027167,0.021161312279230238,Claude,0.021161312279230238
P_078,"Decoding Emergent Metabolic Channeling: Synthesizing Structural, Interaction, and Flux Data to Understand Metabolon Organization",Claude,AI,0.025662215789438614,0.026476733955999365,Claude,0.026476733955999365
P_079,"The Emergence of Ribosome Heterogeneity: Synthesizing Structural, Compositional, and Translational Data to Understand Specialized Ribosomes",Claude,AI,0.02261893430270956,0.023338018410510974,Claude,0.023338018410510974
P_080,"Emergent Properties of the Nuclear Pore Complex: Integrating Structural, Transport, and Regulatory Data Across Scales",Claude,AI,0.021621939743891483,0.022309691393919695,Claude,0.022309691393919695
P_081,"The Emergence of Cellular Memory: Synthesizing Epigenetic, Transcriptional, and Chromatin Data to Understand Heritable Cell States",Claude,AI,0.03208384026706845,0.03309871043190782,Claude,0.03309871043190782
P_082,"Decoding the Emergent Logic of Protein Quality Control Networks: Multi-Scale Synthesis of Chaperone, Degradation, and Aggregation Data",Claude,AI,0.020696402956994264,0.02135503786686055,Claude,0.02135503786686055
P_083,"The Emergence of Signaling Specificity: Synthesizing Interaction, Localization, and Kinetic Data to Understand Pathway Insulation",Claude,AI,0.02383007865827913,0.024587180359639138,Claude,0.024587180359639138
