proposal_uid,title,group_model,group_binary,is_ai,mean_pairwise_dist,centroid_dist_raw,centroid_dist_loo,global_centroid_dist,nn_dist_global,is_nn_outlier,mean_5nn_dist_global,is_mean5nn_outlier,medoid_dist,remote_clique_group,chamfer_group,mst_dispersion_group,span90_group,sparseness_group,grid_entropy_group,grid_entropy_group_norm,element_novel_0,element_novel_1,element_novel_5,element_novel_10,mean_knn_5,mean_knn_10,mean_knn_20,mean_knn_50,novelty_ratio,novelty_z,is_lit_outlier_mean10,is_lit_outlier_element0,is_lit_outlier_z,dominant_region,dominant_region_label,max_region_weight,region_entropy,effective_region_count,n_regions_gt5pct,unassigned_neighbor_frac
P_028,"Mesoscale Metabolic Channeling: Synthesizing Spatial Proteomics, Metabolomics, and Enzyme Complex Data to Map Functional Microdomains",GPT-5.2,AI,True,0.13006559014320374,0.026497333668472844,0.029215315245120332,0.025047302,0.023737311,False,0.027760576,False,0.03238755464553833,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.08124089,0.13493183,0.1609496,0.17606531,0.08828588,0.09088393,0.095023535,0.102018215,1.4182684,0.94659895,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_029,Emergent Robustness in Gene Regulatory Networks: A Synthesis of Single-Cell Perturbation Atlases Across Cell Types,GPT-5.2,AI,True,0.1302151842550798,0.026656317423837894,0.029390352146508203,0.030127525,0.024808407,False,0.029931104,False,0.024808406829833984,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.087151766,0.16134173,0.18984272,0.20761128,0.10089471,0.10944166,0.116574585,0.12589565,1.068621,0.24819797,False,False,False,3,"fetal liver, stalled replication forks, pulmonary vascular, chromatin state",0.55,0.68813884,1.9900084,2,0.0
P_030,"A Community Synthesis of Mesoscale Protein Quality Control: Integrating Proteostasis Networks, Aggregation Data, and Stress Responses",GPT-5.2,AI,True,0.127927688035098,0.02422362714699844,0.026711692679958432,0.026696384,0.02149731,False,0.025770927,False,0.02149730920791626,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.106763005,0.17065412,0.2072541,0.22882357,0.10917709,0.11236365,0.117483616,0.1269089,0.9034614,-0.42403278,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",1.0,-0.0,1.0,1,0.0
P_031,"Emergent Cell Polarity from Molecular Interactions: Synthesizing Spatial Transcriptomics, Proteomics, and Imaging Across Epithelia",GPT-5.2,AI,True,0.13403764096173373,0.03072137346842274,0.033864841896181996,0.03317535,0.029781938,False,0.032640122,False,0.03368079662322998,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.07647216,0.13365899,0.15970199,0.17541413,0.08141724,0.086239345,0.09117478,0.09824825,1.3739362,0.82893145,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",0.9,0.325083,1.3841455,2,0.0
P_032,"A Synthesis of Mitochondrial Network Emergence: Linking Morphodynamics, Proteostasis, and Bioenergetics Across Cell Types",GPT-5.2,AI,True,0.1285301067612388,0.024864265252867,0.02741717463803295,0.027404904,0.027760625,False,0.02872107,False,0.03161013126373291,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.07536632,0.12907347,0.15397923,0.16867258,0.08007173,0.08335999,0.089153074,0.096558854,1.2366235,0.56332654,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_033,"Emergent Signaling Specificity: Integrating Single-Cell Phospho-Proteomics, Kinase Networks, and Imaging to Decode Pathway Crosstalk",GPT-5.2,AI,True,0.12486259774728255,0.02096381859620533,0.023121171680955288,0.02368766,0.02149731,False,0.025543392,False,0.0,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.06605244,0.1174788,0.14303218,0.15817408,0.07383374,0.076119155,0.078624785,0.08450409,1.2516819,0.5405481,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_034,A Comparative Synthesis of Ribosome Heterogeneity and Specialized Translation Across Tissues and Stress Conditions,GPT-5.2,AI,True,0.13271548260341992,0.029315397748013172,0.032317480127258325,0.032311022,0.026604772,False,0.029474784,False,0.03125673532485962,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.06794709,0.118919246,0.1436101,0.15795557,0.07220956,0.075540796,0.0799353,0.08695408,1.2126766,0.46788436,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",0.95,0.19851527,1.2195907,1,0.0
P_035,"Emergent Properties of Membrane Microdomains: Integrating Lipidomics, Proteomics, and Super-Resolution Imaging of Raft-Like Assemblies",GPT-5.2,AI,True,0.67945950681513,0.6107696686674973,0.6529301195832593,0.62197006,0.13551807,True,0.14984356,True,0.7319060564041138,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.099036396,0.1862122,0.22974299,0.2538463,0.10651131,0.11641376,0.12585214,0.13678566,0.9093812,-0.40969318,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",1.0,-0.0,1.0,1,0.0
P_036,A Multi-Scale Synthesis of Endocytic Trafficking Emergence: From Coat Assembly to Organelle Identity,GPT-5.2,AI,True,0.1272795552557165,0.023534271607567825,0.025952507333242947,0.026255906,0.027080536,False,0.029502224,False,0.027080535888671875,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.0735966,0.12599029,0.15032259,0.16552842,0.080670215,0.08423101,0.08869066,0.09525934,1.2477039,0.59057564,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_037,"Emergent Control of Cell Cycle Transitions: Integrating Single-Cell Time Series, Proteomics, and Perturbation Screens",GPT-5.2,AI,True,0.1297419233755632,0.02615300430219636,0.02883620723946334,0.028856516,0.02760595,False,0.029849613,False,0.027605950832366943,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.11710882,0.1700176,0.19829063,0.21546572,0.12248889,0.12590131,0.13061368,0.13818803,1.1858069,0.6967233,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",0.9,0.39439774,1.4834905,1,0.0
P_038,"A Synthesis of Nuclear Body Emergence: Integrating Proteomics, RNA Localization, and Imaging of Speckles, Nucleoli, and PML Bodies",GPT-5.2,AI,True,0.12645849585533142,0.022661155723092463,0.02499086541793072,0.023272872,0.022544742,False,0.025282407,False,0.026921510696411133,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.07831514,0.1205773,0.1484649,0.16472979,0.08074369,0.0820048,0.085350335,0.09049228,1.323452,0.70782053,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_039,"Emergent Antibiotic Tolerance Mechanisms: Synthesizing Bacterial Single-Cell Physiology, Transcriptomics, and Metabolic Models",GPT-5.2,AI,True,0.13601165197112344,0.03282085735390772,0.03617501101298903,0.036610425,0.032912314,False,0.038000178,False,0.03291231393814087,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.10954487,0.16998479,0.1991379,0.21747643,0.113742255,0.119144484,0.12570943,0.13467003,1.0969551,0.37190992,False,False,False,3,"fetal liver, stalled replication forks, pulmonary vascular, chromatin state",0.8,0.5004024,1.6493849,2,0.0
P_040,"A Cross-Species Synthesis of Autophagosome Biogenesis: Integrating Proteomics, Lipid Signatures, and Imaging Dynamics",GPT-5.2,AI,True,0.13435333154418252,0.031057175907656553,0.0342343778237324,0.032390237,0.030152082,False,0.032842744,False,0.035878777503967285,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.070050895,0.11799384,0.13994104,0.15380879,0.079009786,0.084393844,0.088726185,0.09447527,1.3528625,0.7774006,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_041,"Emergent RNA Localization Codes: Synthesizing Subcellular Transcriptomics, RBP Binding Maps, and Imaging to Predict RNA Destinations",GPT-5.2,AI,True,0.13160024176944385,0.0281292626515115,0.031011881792415208,0.029693961,0.022863746,False,0.029973686,False,0.03836166858673096,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.12296629,0.18979691,0.22219048,0.24235635,0.12879953,0.13222381,0.13770352,0.14713559,1.0060189,0.027938219,False,False,False,0,"related morbidity, stage diagnosis, combination strategies, clinical intervention",1.0,-0.0,1.0,1,0.0
P_042,"A Community Meta-Analysis of Multivesicular Body and Exosome Biogenesis: Integrating ESCRT Networks, Proteomics, and Imaging",GPT-5.2,AI,True,0.13081953471357172,0.027298828314665124,0.03009770858190297,0.031915367,0.027197659,False,0.0316885,False,0.0332912802696228,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.077275336,0.120122015,0.14237927,0.15632406,0.07978,0.082957745,0.08633806,0.09229363,1.3993782,0.8361581,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",0.7,0.61086434,1.8420229,2,0.0
P_043,"Emergent Mechanics of the Nucleus: Integrating Lamin Variants, Chromatin State, and Microscopy-Based Deformation Phenotypes",GPT-5.2,AI,True,0.12598879228938709,0.022161611314135965,0.02444063044412792,0.022551179,0.021526635,False,0.022828352,False,0.030535995960235596,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.07654977,0.13312237,0.16044158,0.17611535,0.081849314,0.0855412,0.09080975,0.098849736,1.3226463,0.7369542,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",1.0,-0.0,1.0,1,0.0
P_044,"A Synthesis of Spatially Structured Immune Synapse Formation: Integrating Imaging, Proteomics, and Signaling Perturbation Data",GPT-5.2,AI,True,0.12847481803460556,0.024805531004702175,0.027352497450792712,0.027895391,0.023669958,False,0.028048849,False,0.03151977062225342,0.19104075612102428,0.04093266310899154,0.06670154224742543,0.4606682295243139,0.11943378914957462,0.8980827500613235,0.27900509336923435,0.07293886,0.12278179,0.14829507,0.16427094,0.07575884,0.07865925,0.08343646,0.08987655,1.2353435,0.5292324,False,False,False,1,"details use execution, myosin motors, nascent chain, origin life",0.9,0.325083,1.3841455,2,0.0
