proposal_uid,source_type,source_group,title,global_nn_index,global_nn_proposal_uid,global_nn_source_type,global_nn_source_group,global_nn_distance,global_mean_5nn_distance,global_nn_same_source_type,global_nn_same_source_group,is_global_nn_outlier_top10,is_global_mean5nn_outlier_top10
baseline::claude-opus-4-5::07,ai,Claude,Emergent Specificity in Kinase-Substrate Networks: Synthesizing Phosphoproteomics and Structural Data to Decode Signaling Fidelity,40,baseline::claude-opus-4-5::18,ai,Claude,0.02324908971786499,0.0277626633644104,True,True,False,False
baseline::claude-opus-4-5::08,ai,Claude,"Metabolon Assembly and Emergent Metabolic Channeling: Integrating Structural, Metabolomic, and Interactome Data",63,baseline::gpt-5.2::18,ai,GPT,0.09535336494445801,0.11106829643249512,True,False,False,False
baseline::claude-opus-4-5::09,ai,Claude,Emergent Selectivity of Autophagy Receptors: Synthesizing Structural and Proteomic Data to Decode Cargo Recognition Networks,54,baseline::gpt-5.2::09,ai,GPT,0.1016269326210022,0.11515263319015503,True,False,False,False
baseline::claude-opus-4-5::10,ai,Claude,Emergent Timing in Circadian Protein Networks: Integrating Structural Dynamics with Systems-Level Oscillations,40,baseline::claude-opus-4-5::18,ai,Claude,0.027753174304962158,0.030791497230529784,True,True,False,False
baseline::claude-opus-4-5::11,ai,Claude,Emergent Proton Gradients in Mitochondrial Cristae: Synthesizing Cryo-ET and Bioenergetic Data to Model Mesoscale Energy Transduction,53,baseline::gpt-5.2::08,ai,GPT,0.019765913486480713,0.02993847131729126,True,False,False,False
baseline::claude-opus-4-5::12,ai,Claude,Emergent Antigen Processing in the Immunoproteasome: Integrating Structural and Immunopeptidomic Data to Model Epitope Generation,45,baseline::claude-opus-4-5::23,ai,Claude,0.03248882293701172,0.03452169895172119,True,True,False,False
baseline::claude-opus-4-5::13,ai,Claude,Emergent Selectivity in Nuclear Export: Synthesizing Structural and Transport Data to Model CRM1-Mediated Cargo Recognition,40,baseline::claude-opus-4-5::18,ai,Claude,0.028250932693481445,0.031075263023376466,True,True,False,False
baseline::claude-opus-4-5::14,ai,Claude,"Emergent Cooperativity in Transcription Factor Clusters: Synthesizing ChIP-seq, Structural, and Imaging Data to Model Enhancer Activation",8,y1::6,human,Human,0.022617816925048828,0.0250130295753479,False,False,False,False
baseline::claude-opus-4-5::15,ai,Claude,Emergent Viral Assembly: Synthesizing Cryo-EM and Sequence Data to Model How Capsid Geometry Arises from Protein Interactions,74,baseline::gemini-3-pro-preview::06,ai,Gemini,0.025275349617004395,0.029236030578613282,True,False,False,False
baseline::claude-opus-4-5::16,ai,Claude,Emergent Membrane Curvature Sensing: Integrating Structural and Lipidomic Data to Model BAR Domain Collective Behavior,83,baseline::gemini-3-pro-preview::15,ai,Gemini,0.023952841758728027,0.027591788768768312,True,False,False,False
baseline::claude-opus-4-5::17,ai,Claude,Emergent Prion Strain Properties: Synthesizing Cryo-EM Structures with Clinical Data to Model How Fibril Architecture Determines Pathology,37,baseline::claude-opus-4-5::15,ai,Claude,0.03663218021392822,0.03762195110321045,True,True,False,False
baseline::claude-opus-4-5::18,ai,Claude,Emergent Cell Polarity from Protein Localization Networks: Synthesizing Imaging and Interactome Data to Model Symmetry Breaking,91,baseline::gemini-3-pro-preview::23,ai,Gemini,0.023094892501831055,0.024733340740203856,True,False,False,False
baseline::claude-opus-4-5::19,ai,Claude,Emergent Specificity in Ubiquitin Chain Recognition: Synthesizing Structural and Proteomic Data to Decode the Ubiquitin Code,38,baseline::claude-opus-4-5::16,ai,Claude,0.028166770935058594,0.03119887113571167,True,True,False,False
baseline::claude-opus-4-5::20,ai,Claude,Emergent RNA Localization: Synthesizing Spatial Transcriptomics and RNA Structure Data to Model mRNA Targeting Networks,24,baseline::claude-opus-4-5::02,ai,Claude,0.022512972354888916,0.024920332431793212,True,True,False,False
baseline::claude-opus-4-5::21,ai,Claude,Emergent Mechanics of Bacterial Microcompartments: Synthesizing Structural and Metabolic Data to Model Encapsulated Pathway Efficiency,73,baseline::gemini-3-pro-preview::05,ai,Gemini,0.138136088848114,0.15184372663497925,True,False,True,True
baseline::claude-opus-4-5::22,ai,Claude,Emergent Receptor Clustering in Immune Synapses: Synthesizing Super-Resolution and Signaling Data to Model T Cell Activation Thresholds,52,baseline::gpt-5.2::07,ai,GPT,0.020465433597564697,0.02850419282913208,True,False,False,False
baseline::claude-opus-4-5::23,ai,Claude,Emergent DNA Repair Pathway Choice: Synthesizing Damage Proteomics and Chromatin Data to Model Repair Mechanism Selection,84,baseline::gemini-3-pro-preview::16,ai,Gemini,0.030363082885742188,0.032052242755889894,True,False,False,False
baseline::gpt-5.2::01,ai,GPT,A Cross-Cell-Type Atlas of Biomolecular Condensate Material States and Their Emergent Control of Gene Expression Noise,48,baseline::gpt-5.2::03,ai,GPT,0.021007776260375977,0.026228201389312745,True,True,False,False
baseline::gpt-5.2::02,ai,GPT,"Emergent Membrane Curvature Codes: Synthesizing Cryo-ET, Proteomics, and Lipidomics to Predict Organelle Contact Site Morphologies",55,baseline::gpt-5.2::10,ai,GPT,0.025710463523864746,0.027690041065216064,True,True,False,False
baseline::gpt-5.2::03,ai,GPT,Mesoscale Cytoskeletal Percolation: A Synthesis of Actin/Microtubule Network Architecture and Emergent Intracellular Transport Efficiency,46,baseline::gpt-5.2::01,ai,GPT,0.021007776260375977,0.02501903772354126,True,True,False,False
baseline::gpt-5.2::04,ai,GPT,"Emergent Chromatin Nanodomain Topology: Integrating Hi-C, Super-Resolution Imaging, and Epigenomics to Explain Cell-Type-Specific Gene Regulation",26,baseline::claude-opus-4-5::04,ai,Claude,0.023293495178222656,0.02635340690612793,True,False,False,False
baseline::gpt-5.2::05,ai,GPT,"Protein Crowding as an Emergent Mesoscale Regulator: A Pan-Proteome Synthesis of Cytoplasmic Viscosity, Diffusion, and Reaction Rates",63,baseline::gpt-5.2::18,ai,GPT,0.09209644794464111,0.13012220859527587,True,True,False,False
baseline::gpt-5.2::06,ai,GPT,"Emergent Ribosome Assembly Landscapes: Integrating Cryo-EM Intermediates, rRNA Processing Maps, and Proteomics to Explain Assembly Robustness",84,baseline::gemini-3-pro-preview::16,ai,Gemini,0.026203811168670654,0.027779650688171387,True,False,False,False
baseline::gpt-5.2::07,ai,GPT,"Mesoscale Signaling Microclusters as Emergent Computation: A Synthesis of Immune Receptor Imaging, Phosphoproteomics, and Single-Cell Responses",44,baseline::claude-opus-4-5::22,ai,Claude,0.020465433597564697,0.027124249935150148,True,False,False,False
baseline::gpt-5.2::08,ai,GPT,"Emergent Mitochondrial Cristae Morphodynamics: Integrating Cryo-ET, Live Imaging, and Proteogenomics to Explain Bioenergetic Plasticity",33,baseline::claude-opus-4-5::11,ai,Claude,0.019765913486480713,0.02852740287780762,True,False,False,False
baseline::gpt-5.2::09,ai,GPT,Mesoscale Assembly of Viral Replication Compartments: A Cross-Virus Synthesis of Host Factor Recruitment and Emergent Replication Efficiency,6,y1::4,human,Human,0.08511662483215332,0.098789381980896,False,False,False,False
baseline::gpt-5.2::10,ai,GPT,"Emergent Cell Wall Nanomechanics: Synthesizing Fungal and Plant Cell Wall Composition, Ultrastructure, and Growth Patterns",67,baseline::gpt-5.2::22,ai,GPT,0.02407073974609375,0.0266933798789978,True,True,False,False
baseline::gpt-5.2::11,ai,GPT,"Mesoscale Proteasome and Autophagy Hub Organization: Integrating Spatial Proteomics, Imaging, and Ubiquitinome Data to Explain Proteostasis Emergence",48,baseline::gpt-5.2::03,ai,GPT,0.023661136627197266,0.028560268878936767,True,True,False,False
baseline::gpt-5.2::12,ai,GPT,"Emergent Bacterial Microcompartment Design Rules: Synthesizing Genomes, Structures, and Metabolic Flux to Predict Organelle-Like Function",84,baseline::gemini-3-pro-preview::16,ai,Gemini,0.03129434585571289,0.03463219404220581,True,False,False,False
baseline::gpt-5.2::13,ai,GPT,Mesoscale Vesicle Coat Self-Organization: Integrating Structural Proteomics and Imaging to Explain Cargo Selectivity Emergence,48,baseline::gpt-5.2::03,ai,GPT,0.023863792419433594,0.026784944534301757,True,True,False,False
baseline::gpt-5.2::14,ai,GPT,"Emergent Nuclear Pore Selectivity at the Mesoscale: A Synthesis of FG-Nup Disorder, Transport Kinetics, and NPC Ultrastructure",76,baseline::gemini-3-pro-preview::08,ai,Gemini,0.022921323776245117,0.028645265102386474,True,False,False,False
baseline::gpt-5.2::15,ai,GPT,"Mesoscale Emergence in Bacterial Biofilm Matrix Nanostructure: Integrating Omics, Imaging, and Rheology to Predict Community Robustness",55,baseline::gpt-5.2::10,ai,GPT,0.02738213539123535,0.031016170978546143,True,True,False,False
baseline::gpt-5.2::16,ai,GPT,"Emergent Spliceosome Nano-Organization: Integrating RNP Structural States, Proximity Proteomics, and Single-Cell Isoform Variability",42,baseline::claude-opus-4-5::20,ai,Claude,0.023181438446044922,0.025923871994018556,True,False,False,False
baseline::gpt-5.2::17,ai,GPT,Mesoscale Organization of Metabolic Enzyme Filaments: A Cross-Species Synthesis of Cytoophidia and Emergent Metabolic Regulation,77,baseline::gemini-3-pro-preview::09,ai,Gemini,0.12339818477630615,0.13767486810684204,True,False,False,False
baseline::gpt-5.2::18,ai,GPT,Emergent Endocytic Pit Nanoscale Heterogeneity: Integrating Single-Molecule Imaging and Proteomics to Explain Uptake Variability,50,baseline::gpt-5.2::05,ai,GPT,0.09209644794464111,0.10178835391998291,True,True,False,False
baseline::gpt-5.2::19,ai,GPT,"Mesoscale Emergence of Synaptic Active Zone Nanoclusters: A Synthesis of Proteomics, Super-Resolution Maps, and Functional Plasticity",58,baseline::gpt-5.2::13,ai,GPT,0.027231931686401367,0.029049861431121825,True,True,False,False
baseline::gpt-5.2::20,ai,GPT,Emergent Organelle Size Control via Mesoscale Substructure: Integrating Imaging Atlases and Omics to Explain Scaling Laws,54,baseline::gpt-5.2::09,ai,GPT,0.09853702783584595,0.12510151863098146,True,True,False,False
baseline::gpt-5.2::21,ai,GPT,"Mesoscale Emergence in DNA Damage Repair Foci: Integrating Live Imaging, Proteomics, and 3D Genome Context",49,baseline::gpt-5.2::04,ai,GPT,0.0261610746383667,0.027713537216186523,True,True,False,False
baseline::gpt-5.2::22,ai,GPT,"Emergent Mesoscale Patterning in Bacterial Division Machinery: A Synthesis of FtsZ Ring Architecture, Dynamics, and Cell Shape Outcomes",55,baseline::gpt-5.2::10,ai,GPT,0.02407073974609375,0.027506303787231446,True,True,False,False
baseline::gpt-5.2::23,ai,GPT,"Mesoscale Emergence of Exosome Biogenesis Microdomains: Integrating Endosomal Proteomics, Lipidomics, and Imaging",54,baseline::gpt-5.2::09,ai,GPT,0.10911685228347778,0.1299902081489563,True,True,False,False
baseline::gemini-3-pro-preview::01,ai,Gemini,Deciphering the Sequence Grammar of Mesoscale Viscoelasticity in Biomolecular Condensates,47,baseline::gpt-5.2::02,ai,GPT,0.029239773750305176,0.030853497982025146,True,False,False,False
baseline::gemini-3-pro-preview::02,ai,Gemini,Emergent Chromatin Rheology: Synthesizing 1D Sequence and 3D Topology to Predict Nuclear Stiffness,49,baseline::gpt-5.2::04,ai,GPT,0.029862523078918457,0.03115187883377075,True,False,False,False
baseline::gemini-3-pro-preview::03,ai,Gemini,The Emergence of Metabolic Channeling: Mapping Transient Metabolons via Integrated Interactomics,40,baseline::claude-opus-4-5::18,ai,Claude,0.05360746383666992,0.05737560987472534,True,False,False,False
baseline::gemini-3-pro-preview::04,ai,Gemini,Lipid Raft Dynamics and the Emergence of Signal Fidelity in T-Cell Activation,52,baseline::gpt-5.2::07,ai,GPT,0.028852522373199463,0.03366453647613525,True,False,False,False
baseline::gemini-3-pro-preview::05,ai,Gemini,Emergent Mechanics of the Cytoskeleton: From Molecular Motors to Cellular Tensegrity,11,y1::9,human,Human,0.12011057138442993,0.1342336654663086,False,False,False,False
baseline::gemini-3-pro-preview::06,ai,Gemini,Viral Capsid Polymorphism: Emergent Geometry from Identical Subunits,37,baseline::claude-opus-4-5::15,ai,Claude,0.025275349617004395,0.035680103302001956,True,False,False,False
baseline::gemini-3-pro-preview::07,ai,Gemini,The Emergence of Synaptic Memory: Nanocolumns and PSD Stability,64,baseline::gpt-5.2::19,ai,GPT,0.03606104850769043,0.04012155532836914,True,False,False,False
baseline::gemini-3-pro-preview::08,ai,Gemini,Emergent Selectivity in the Nuclear Pore Complex: A Data-Driven Transport Model,59,baseline::gpt-5.2::14,ai,GPT,0.022921323776245117,0.0275795578956604,True,False,False,False
baseline::gemini-3-pro-preview::09,ai,Gemini,Mitochondrial Cristae Morphodynamics and the Emergence of Bioenergetic Efficiency,62,baseline::gpt-5.2::17,ai,GPT,0.12339818477630615,0.14671188592910767,True,False,False,True
baseline::gemini-3-pro-preview::10,ai,Gemini,Ribosome Collisions and the Emergence of Translational Quality Control,68,baseline::gpt-5.2::23,ai,GPT,0.1336929202079773,0.14638450145721435,True,False,True,False
baseline::gemini-3-pro-preview::11,ai,Gemini,Emergent Synchronization in Ciliary Arrays: Hydrodynamics and Coupling,83,baseline::gemini-3-pro-preview::15,ai,Gemini,0.037710726261138916,0.039964473247528075,True,True,False,False
baseline::gemini-3-pro-preview::12,ai,Gemini,The Extracellular Matrix as a Mechanical Memory: Emergent Reciprocity in Tissue Homeostasis,28,baseline::claude-opus-4-5::06,ai,Claude,0.028398633003234863,0.03296859264373779,True,False,False,False
baseline::gemini-3-pro-preview::13,ai,Gemini,The Glycocalyx Code: Emergent Immune Evasion via Bulky Glycan Shields,44,baseline::claude-opus-4-5::22,ai,Claude,0.041315674781799316,0.04651930332183838,True,False,False,False
baseline::gemini-3-pro-preview::14,ai,Gemini,Symmetry Breaking in the Centrosome: Emergent Spindle Bipolarity,40,baseline::claude-opus-4-5::18,ai,Claude,0.028414011001586914,0.03676939010620117,True,False,False,False
baseline::gemini-3-pro-preview::15,ai,Gemini,Autophagosome Biogenesis: Emergent Membrane Remodeling from Protein Scaffolds,38,baseline::claude-opus-4-5::16,ai,Claude,0.023952841758728027,0.03034156560897827,True,False,False,False
baseline::gemini-3-pro-preview::16,ai,Gemini,Stress Granules vs. P-Bodies: Emergent Sorting in RNA Phase Separation,42,baseline::claude-opus-4-5::20,ai,Claude,0.02475029230117798,0.026292788982391357,True,False,False,False
baseline::gemini-3-pro-preview::17,ai,Gemini,Collapse of the Chaperone Network: Emergent Proteostasis Failure in Aging,47,baseline::gpt-5.2::02,ai,GPT,0.02841353416442871,0.03138929605484009,True,False,False,False
baseline::gemini-3-pro-preview::18,ai,Gemini,Emergent Antibiotic Resistance in Biofilms: The Role of Matrix Architecture,60,baseline::gpt-5.2::15,ai,GPT,0.03904390335083008,0.04024052619934082,True,False,False,False
baseline::gemini-3-pro-preview::19,ai,Gemini,GPCR Oligomerization Landscapes: Emergent Signaling Bias via Allostery,30,baseline::claude-opus-4-5::08,ai,Claude,0.11848258972167969,0.15864503383636475,True,False,False,True
baseline::gemini-3-pro-preview::20,ai,Gemini,Nuclear Speckles as Splicing Hubs: Emergent Amplification of Gene Expression,61,baseline::gpt-5.2::16,ai,GPT,0.023650050163269043,0.027416837215423585,True,False,False,False
baseline::gemini-3-pro-preview::21,ai,Gemini,Thylakoid Stacking and the Emergence of Photosynthetic Robustness,77,baseline::gemini-3-pro-preview::09,ai,Gemini,0.13259023427963257,0.14679551124572754,True,True,True,True
baseline::gemini-3-pro-preview::22,ai,Gemini,Exosome Loading and Sorting: Emergent Communication Packets,58,baseline::gpt-5.2::13,ai,GPT,0.028658688068389893,0.031685900688171384,True,False,False,False
baseline::gemini-3-pro-preview::23,ai,Gemini,Synthetic Cell Assembly: Predicting Emergent Life-like Behaviors from Component Integration,40,baseline::claude-opus-4-5::18,ai,Claude,0.023094892501831055,0.027940869331359863,True,False,False,False
