metric,n_group1,n_group2,u_stat,p_value,cliffs_delta,delta_magnitude,group1,group2,mean_group1,mean_group2,q_value
Relevance_to_Emergent_Phenomena,12,23,23.0,5.999744924639352e-07,-0.8333333333333334,large,human-y1,gemini-3-pro-preview,3.555555555555555,5.0,1.1999489849278703e-06
Relevance_to_Emergent_Phenomena,12,23,23.0,5.999744924639352e-07,-0.8333333333333334,large,human-y1,gpt-5.2,3.555555555555555,5.0,1.1999489849278703e-06
Relevance_to_Emergent_Phenomena,11,23,12.5,4.791345446152745e-07,-0.9011857707509882,large,human-y2,claude-opus-4-5,3.969696969696969,4.9855072463768115,1.1999489849278703e-06
Relevance_to_Emergent_Phenomena,11,23,11.5,1.5951704963412863e-07,-0.9090909090909091,large,human-y2,gemini-3-pro-preview,3.969696969696969,5.0,7.975852481706431e-07
Relevance_to_Emergent_Phenomena,11,23,11.5,1.5951704963412863e-07,-0.9090909090909091,large,human-y2,gpt-5.2,3.969696969696969,5.0,7.975852481706431e-07
Relevance_to_Emergent_Phenomena,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,claude-opus-4-5,gemini-3-pro-preview,4.9855072463768115,5.0,0.42351088333731385
Relevance_to_Emergent_Phenomena,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,claude-opus-4-5,gpt-5.2,4.9855072463768115,5.0,0.42351088333731385
Relevance_to_Emergent_Phenomena,23,23,264.5,1.0,0.0,negligible,gemini-3-pro-preview,gpt-5.2,5.0,5.0,1.0
Novelty_and_Significance,12,11,52.5,0.3597919786206586,-0.20454545454545456,small,human-y1,human-y2,3.916666666666666,4.0606060606060606,0.3997688651340651
Novelty_and_Significance,12,23,109.0,0.2805839187398361,-0.21014492753623187,small,human-y1,claude-opus-4-5,3.916666666666666,4.0724637681159415,0.3507298984247952
Novelty_and_Significance,12,23,38.0,8.601819959640114e-05,-0.7246376811594203,large,human-y1,gemini-3-pro-preview,3.916666666666666,4.34782608695652,0.0001433636659940019
Novelty_and_Significance,12,23,24.0,1.4789157981745252e-05,-0.8260869565217391,large,human-y1,gpt-5.2,3.916666666666666,4.4347826086956506,4.929719327248418e-05
Novelty_and_Significance,11,23,123.5,0.9133887125983509,-0.023715415019762844,negligible,human-y2,claude-opus-4-5,4.0606060606060606,4.0724637681159415,0.913388712598351
Novelty_and_Significance,11,23,31.0,6.206960122162695e-05,-0.7549407114624506,large,human-y2,gemini-3-pro-preview,4.0606060606060606,4.34782608695652,0.0001433636659940019
Novelty_and_Significance,11,23,16.0,8.270055099932802e-06,-0.8735177865612648,large,human-y2,gpt-5.2,4.0606060606060606,4.4347826086956506,4.135027549966401e-05
Novelty_and_Significance,23,23,100.5,7.494772144971607e-05,-0.6200378071833649,large,claude-opus-4-5,gemini-3-pro-preview,4.0724637681159415,4.34782608695652,0.0001433636659940019
Novelty_and_Significance,23,23,67.5,3.3640762332742623e-06,-0.7448015122873346,large,claude-opus-4-5,gpt-5.2,4.0724637681159415,4.4347826086956506,3.3640762332742623e-05
Novelty_and_Significance,23,23,202.5,0.07759824453118025,-0.23440453686200377,small,gemini-3-pro-preview,gpt-5.2,4.34782608695652,4.4347826086956506,0.11085463504454321
Rigor_of_Approach,12,11,36.5,0.06389576756526653,-0.44696969696969696,medium,human-y1,human-y2,3.5,3.848484848484848,0.07099529729474059
Rigor_of_Approach,12,23,194.5,0.047851187689967635,0.40942028985507245,medium,human-y1,claude-opus-4-5,3.5,2.7246376811594204,0.05981398461245954
Rigor_of_Approach,12,23,48.5,0.00016588154929469506,-0.6485507246376812,large,human-y1,gemini-3-pro-preview,3.5,3.884057971014493,0.0003317630985893901
Rigor_of_Approach,12,23,0.0,6.487625771381848e-08,-1.0,large,human-y1,gpt-5.2,3.5,4.362318840579709,2.1625419237939496e-07
Rigor_of_Approach,11,23,198.0,0.007755058548294297,0.5652173913043478,large,human-y2,claude-opus-4-5,3.848484848484848,2.7246376811594204,0.011078655068991852
Rigor_of_Approach,11,23,103.0,0.2741790634995025,-0.1857707509881423,small,human-y2,gemini-3-pro-preview,3.848484848484848,3.884057971014493,0.2741790634995025
Rigor_of_Approach,11,23,21.0,3.1377359863945246e-06,-0.83399209486166,large,human-y2,gpt-5.2,3.848484848484848,4.362318840579709,7.844339965986311e-06
Rigor_of_Approach,23,23,122.5,0.0005649642801695385,-0.5368620037807184,large,claude-opus-4-5,gemini-3-pro-preview,2.7246376811594204,3.884057971014493,0.0009416071336158975
Rigor_of_Approach,23,23,21.0,1.0007134082372741e-08,-0.9206049149338374,large,claude-opus-4-5,gpt-5.2,2.7246376811594204,4.362318840579709,5.00356704118637e-08
Rigor_of_Approach,23,23,0.0,1.161123824094477e-10,-1.0,large,gemini-3-pro-preview,gpt-5.2,3.884057971014493,4.362318840579709,1.161123824094477e-09
Scope_and_Timeline,12,11,55.5,0.5144617696672387,-0.1590909090909091,small,human-y1,human-y2,3.0833333333333335,3.2121212121212115,0.5144617696672387
Scope_and_Timeline,12,23,213.0,0.007010132697909699,0.5434782608695652,large,human-y1,claude-opus-4-5,3.0833333333333335,2.2753623188405796,0.014020265395819399
Scope_and_Timeline,12,23,79.5,0.008594929540108508,-0.42391304347826086,medium,human-y1,gemini-3-pro-preview,3.0833333333333335,3.246376811594203,0.014324882566847512
Scope_and_Timeline,12,23,54.0,0.000408174948697541,-0.6086956521739131,large,human-y1,gpt-5.2,3.0833333333333335,3.405797101449275,0.001360583162325137
Scope_and_Timeline,11,23,204.0,0.0034141988023970696,0.6126482213438735,large,human-y2,claude-opus-4-5,3.2121212121212115,2.2753623188405796,0.008535497005992675
Scope_and_Timeline,11,23,100.0,0.2339888642973148,-0.20948616600790515,small,human-y2,gemini-3-pro-preview,3.2121212121212115,3.246376811594203,0.25998762699701644
Scope_and_Timeline,11,23,79.5,0.044140860063651866,-0.3715415019762846,medium,human-y2,gpt-5.2,3.2121212121212115,3.405797101449275,0.05517607507956483
Scope_and_Timeline,23,23,100.0,4.855072173681067e-05,-0.6219281663516069,large,claude-opus-4-5,gemini-3-pro-preview,2.2753623188405796,3.246376811594203,0.00024275360868405337
Scope_and_Timeline,23,23,63.0,1.199476096384755e-06,-0.7618147448015122,large,claude-opus-4-5,gpt-5.2,2.2753623188405796,3.405797101449275,1.199476096384755e-05
Scope_and_Timeline,23,23,200.5,0.03425652599563255,-0.24196597353497165,small,gemini-3-pro-preview,gpt-5.2,3.246376811594203,3.405797101449275,0.04893789427947508
Synthesis_Focus,12,11,57.0,0.5780174831262543,-0.13636363636363635,negligible,human-y1,human-y2,4.5,4.393939393939394,0.5780174831262543
Synthesis_Focus,12,23,80.0,0.025064280242438192,-0.42028985507246375,medium,human-y1,claude-opus-4-5,4.5,4.869565217391305,0.050128560484876385
Synthesis_Focus,12,23,54.0,0.0002585871163340637,-0.6086956521739131,large,human-y1,gemini-3-pro-preview,4.5,4.971014492753624,0.0012929355816703185
Synthesis_Focus,12,23,46.0,1.5000539542379245e-05,-0.6666666666666666,large,human-y1,gpt-5.2,4.5,5.0,0.00015000539542379244
Synthesis_Focus,11,23,106.0,0.37442333590907484,-0.16205533596837945,small,human-y2,claude-opus-4-5,4.393939393939394,4.869565217391305,0.41602592878786093
Synthesis_Focus,11,23,87.5,0.03293596090332212,-0.308300395256917,small,human-y2,gemini-3-pro-preview,4.393939393939394,4.971014492753624,0.05489326817220353
Synthesis_Focus,11,23,80.5,0.0027638130337016217,-0.36363636363636365,medium,human-y2,gpt-5.2,4.393939393939394,5.0,0.00921271011233874
Synthesis_Focus,23,23,205.0,0.060343395365346476,-0.22495274102079396,small,claude-opus-4-5,gemini-3-pro-preview,4.869565217391305,4.971014492753624,0.08620485052192353
Synthesis_Focus,23,23,184.0,0.004854977127504156,-0.30434782608695654,small,claude-opus-4-5,gpt-5.2,4.869565217391305,5.0,0.01213744281876039
Synthesis_Focus,23,23,241.5,0.16178218444382653,-0.08695652173913043,negligible,gemini-3-pro-preview,gpt-5.2,4.971014492753624,5.0,0.20222773055478316
Data_Identification,12,11,20.5,0.004810574708183514,-0.6893939393939394,large,human-y1,human-y2,3.3611111111111107,4.0606060606060606,0.009621149416367028
Data_Identification,12,23,158.5,0.4811310099547226,0.14855072463768115,small,human-y1,claude-opus-4-5,3.3611111111111107,3.246376811594203,0.48113100995472263
Data_Identification,12,23,67.5,0.009834621179225426,-0.5108695652173914,large,human-y1,gemini-3-pro-preview,3.3611111111111107,3.8115942028985508,0.016391035298709045
Data_Identification,12,23,0.0,1.5680678463961235e-08,-1.0,large,human-y1,gpt-5.2,3.3611111111111107,4.333333333333331,7.840339231980617e-08
Data_Identification,11,23,206.0,0.0029861895868224363,0.6284584980237155,large,human-y2,claude-opus-4-5,4.0606060606060606,3.246376811594203,0.007465473967056091
Data_Identification,11,23,171.0,0.08884331127318741,0.35177865612648224,medium,human-y2,gemini-3-pro-preview,4.0606060606060606,3.8115942028985508,0.09871479030354156
Data_Identification,11,23,80.5,0.011670109699239005,-0.36363636363636365,medium,human-y2,gpt-5.2,4.0606060606060606,4.333333333333331,0.01667158528462715
Data_Identification,23,23,155.5,0.014665536006122588,-0.4120982986767486,medium,claude-opus-4-5,gemini-3-pro-preview,3.246376811594203,3.8115942028985508,0.018331920007653234
Data_Identification,23,23,57.5,2.2960935354729645e-07,-0.782608695652174,large,claude-opus-4-5,gpt-5.2,3.246376811594203,4.333333333333331,7.653645118243215e-07
Data_Identification,23,23,11.5,1.2313226857914895e-09,-0.9565217391304348,large,gemini-3-pro-preview,gpt-5.2,3.8115942028985508,4.333333333333331,1.2313226857914895e-08
Open_Science_Commitment,12,11,49.0,0.3040604496835835,-0.25757575757575757,small,human-y1,human-y2,3.3055555555555554,3.757575757575758,0.3378449440928705
Open_Science_Commitment,12,23,103.5,0.22897561525234678,-0.25,small,human-y1,claude-opus-4-5,3.3055555555555554,3.652173913043479,0.28621951906543347
Open_Science_Commitment,12,23,53.0,0.0014638298938389022,-0.6159420289855072,large,human-y1,gemini-3-pro-preview,3.3055555555555554,4.2898550724637685,0.0029276597876778045
Open_Science_Commitment,12,23,7.0,1.8309855764035984e-06,-0.9492753623188406,large,human-y1,gpt-5.2,3.3055555555555554,4.797101449275363,6.103285254678661e-06
Open_Science_Commitment,11,23,143.0,0.5485618137808737,0.13043478260869565,negligible,human-y2,claude-opus-4-5,3.757575757575758,3.652173913043479,0.5485618137808737
Open_Science_Commitment,11,23,70.5,0.025225528491527538,-0.4426877470355731,medium,human-y2,gemini-3-pro-preview,3.757575757575758,4.2898550724637685,0.03603646927361077
Open_Science_Commitment,11,23,14.0,1.0694120095656613e-05,-0.8893280632411067,large,human-y2,gpt-5.2,3.757575757575758,4.797101449275363,2.6735300239141533e-05
Open_Science_Commitment,23,23,152.5,0.011189870068465647,-0.42344045368620037,medium,claude-opus-4-5,gemini-3-pro-preview,3.652173913043479,4.2898550724637685,0.018649783447442746
Open_Science_Commitment,23,23,49.0,5.756524117059479e-07,-0.8147448015122873,large,claude-opus-4-5,gpt-5.2,3.652173913043479,4.797101449275363,2.8782620585297393e-06
Open_Science_Commitment,23,23,49.0,3.691396881014855e-07,-0.8147448015122873,large,gemini-3-pro-preview,gpt-5.2,4.2898550724637685,4.797101449275363,2.8782620585297393e-06
