condition,text_branch,field,comparison,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::2,,3,1.184539281229806,1.1206432107934017,0.06389607043640422
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::3,,4,1.1824650038765467,1.1734713548201654,0.008993649056381336
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::4,,2,1.1136952869390369,1.0918138083390667,0.02188147859997014
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::5,,4,1.1746204228862689,1.1496531939826984,0.024967228903570504
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::6,,4,1.1704227471637554,1.1711995392158492,-0.0007767920520937999
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::7,,4,1.1951259663722273,1.1444100363976089,0.05071592997461849
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::8,,3,1.1756528035484557,1.1282227480522062,0.04743005549624946
persona,rephrased,whole,human_vs_pooled_ai,vendi,q=1,y2::9,,4,1.2030477900212484,1.1521885986526743,0.050859191368574086
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::1,,4,2.9699940492965724,2.7683100251763055,0.20168402412026687
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::10,,4,2.835793366730584,2.666182275192847,0.16961109153773712
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::11,,4,2.9567889521623614,2.7515187516527604,0.205270200509601
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::12,,4,2.720646080413789,2.7737412632937617,-0.053095182879972835
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::2,,3,1.9340487676408102,1.927706738530413,0.006342029110397274
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::3,,4,2.7881576427233874,2.6292218779792913,0.1589357647440961
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::4,,4,2.6486803630495226,2.7296479300970815,-0.08096756704755892
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::5,,4,2.7498382591552164,2.7916166941520726,-0.041778434996856184
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::6,,4,2.9171707668464117,2.7871234782743457,0.13004728857206604
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::7,,4,2.7817113215578866,2.7752352389006125,0.006476082657274063
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::8,,5,3.5405081361026034,3.628720974953858,-0.08821283885125464
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y1::9,,3,1.843461964068466,1.9117550318533922,-0.06829306778492628
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::1,,3,1.9948131882771323,1.936914988168698,0.05789820010843427
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::10,,3,1.8658611112480685,1.890408313050917,-0.02454720180284853
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::11,,4,2.681121037369452,2.6646791281536837,0.01644190921576838
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::2,,3,1.9661401621846888,1.9374584800932275,0.02868168209146127
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::3,,4,2.957357889658197,2.7945950419622587,0.16276284769593818
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::4,,2,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::5,,4,2.9561801231305997,2.8634461624674157,0.09273396066318407
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::6,,4,2.721136140682753,2.7552784626196622,-0.03414232193690925
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::7,,4,2.5447331964738464,2.706854053587047,-0.16212085711320068
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::8,,3,1.7826108257680418,1.920134416283009,-0.1375235905149672
persona,rephrased,whole,human_vs_pooled_ai,participation_ratio,,y2::9,,4,2.702766225814759,2.822434539400042,-0.11966831358528296
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::1,,4,2.984885077528934,2.875334958246242,0.1095501192826922
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::10,,4,2.91330318727689,2.815476090400346,0.09782709687654378
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::11,,4,2.977612400529668,2.866961752123188,0.11065064840647976
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::12,,4,2.8528975887081356,2.8784055966091087,-0.025508007900973073
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::2,,3,1.9659958071296253,1.961638252881234,0.004357554248391349
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::3,,4,2.891785069792272,2.791278937845543,0.10050613194672886
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::4,,4,2.813580131862787,2.8545373776302774,-0.04095724576749049
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::5,,4,2.8602194210319944,2.889390677519509,-0.02917125648751462
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::6,,4,2.958516343281547,2.886369587359899,0.07214675592164799
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::7,,4,2.876602572179398,2.880041345626282,-0.003438773446883925
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::8,,5,3.7370213948548834,3.7976701734022993,-0.060648778547415905
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y1::9,,3,1.9156697136172591,1.9526933323683497,-0.037023618751090615
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::1,,3,1.9974004138546053,1.9667010723773741,0.03069934147723119
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::10,,3,1.928529951352578,1.9403724999515288,-0.011842548598950842
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::11,,4,2.832283560433352,2.813901073266446,0.01838248716690627
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::2,,3,1.98280310914772,1.9670848980028117,0.015718211144908345
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::3,,4,2.97836589841131,2.8912226496475757,0.08714324876373425
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::4,,2,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::5,,4,2.9771574085608865,2.92806470001995,0.0490927085409365
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::6,,4,2.842750084336773,2.8657020100253323,-0.022951925688559527
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::7,,4,2.756578488678873,2.839924227114388,-0.08334573843551496
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::8,,3,1.8792414221121054,1.95737716481378,-0.07813574270167467
persona,rephrased,whole,human_vs_pooled_ai,effective_rank,,y2::9,,4,2.8337904054724725,2.9047898353067905,-0.07099942983431795
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.9100732600732601,0.08992673992673994
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.9934065934065934,0.00659340659340657
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.9998168498168498,0.0001831501831501825
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.958974358974359,0.04102564102564099
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.9805860805860805,0.019413919413919456
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,0.9998168498168498,0.0001831501831501825
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.5824175824175825,0.41758241758241754
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,0.9990842490842491,0.0009157509157509125
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.9926739926739927,0.0073260073260073
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,0.9992673992673993,0.00073260073260073
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.8487179487179487,0.1512820512820513
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.9992673992673992,0.000732600732600841
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,0.9860805860805861,0.01391941391941387
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.6666666666666666,0.33333333333333337
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.9935897435897436,0.0064102564102563875
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,0.9769230769230769,0.023076923076923106
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,1.0,0.0
persona,rephrased,whole,human_vs_pooled_ai,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,0.9998168498168498,0.0001831501831501825
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::1,,4,-0.6678666881303238,-0.6678723956599754,5.70752965156629e-06
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::10,,4,-0.66374407547673,-0.6627841042398074,-0.0009599712369225966
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::11,,4,-0.6595576786035522,-0.6692399689652286,0.009682290361676449
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::12,,4,-0.6577218745801119,-0.6705907840206219,0.012868909440510001
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::2,,3,-0.5195890201478753,-0.5291333779365597,0.009544357788684343
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::3,,4,-0.6572792218729867,-0.6675452125173966,0.010265990644409917
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::4,,4,-0.6704896015329963,-0.6679811140174469,-0.00250848751554944
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::5,,4,-0.6564031930387316,-0.6685684046516119,0.012165211612880311
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::6,,4,-0.6663370112070257,-0.665510184721855,-0.0008268264851707396
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::7,,4,-0.6620750165899156,-0.669996110312056,0.007921093722140338
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::8,,5,-0.762334013595406,-0.7782422581872581,0.01590824459185214
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y1::9,,3,-0.5124706139290873,-0.528513350581342,0.01604273665225464
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::1,,3,-0.5211217044636776,-0.5280302761769876,0.006908571713310052
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::10,,3,-0.50912907272628,-0.5280215584403385,0.018892485714058438
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::11,,4,-0.6619611754874355,-0.6676552688692186,0.005694093381783061
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::2,,3,-0.5156084816175347,-0.5286683826476434,0.013059901030108678
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::3,,4,-0.662823318916663,-0.6643129343798337,0.0014896154631707237
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::4,,2,-0.32406337394665496,-0.3290352120458095,0.004971838099154524
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::5,,4,-0.6642984009538345,-0.668856330963757,0.00455793000992244
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::6,,4,-0.6648124830176836,-0.664687355809412,-0.00012512720827162482
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::7,,4,-0.659871797220548,-0.6696456149203965,0.00977381769984853
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::8,,3,-0.5170860403153545,-0.5271322966399606,0.010046256324606095
persona,rephrased,whole,human_vs_pooled_ai,vendi_slope,q=0..2,y2::9,,4,-0.6585380730828184,-0.6683414677680856,0.009803394685267142
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.009413760952416313,-0.009413760952416313
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.01069280211772676,-0.01069280211772676
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.02118291798307787,-0.02118291798307787
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.021964886790040935,-0.021964886790040935
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.01828297582669525,-0.01828297582669525
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.02673541412294646,-0.02673541412294646
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.009486340313409948,-0.009486340313409948
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.025333866028014802,-0.025333866028014802
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.017060106821675088,-0.017060106821675088
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.02469325198813031,-0.02469325198813031
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.037796338537694284,-0.037796338537694284
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.024695955877766063,-0.024695955877766063
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.01408838856880514,-0.01408838856880514
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.026484722124139184,-0.026484722124139184
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.02940016520870836,-0.02940016520870836
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.019626325996860677,-0.019626325996860677
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.010755322360108364,-0.010755322360108364
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.011694901882742128,-0.011694901882742128
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.012808743309044386,-0.012808743309044386
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.01050312846598587,-0.01050312846598587
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.019530701342385257,-0.019530701342385257
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.011948806751745008,-0.011948806751745008
persona,rephrased,whole,human_vs_pooled_ai,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.023412273288762327,-0.023412273288762327
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::1,,4,1.1555645892362856,1.1385161146995402,0.017048474536745406
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::10,,4,1.1768583248955746,1.1558055905805285,0.021052734315046173
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::11,,4,1.199651220931882,1.1211706790805072,0.07848054185137476
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::12,,4,1.2075244618198686,1.127191082574399,0.08033337924546968
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::2,,3,1.1653140265200586,1.1083727674081119,0.056941259111946696
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::3,,4,1.2103578488012552,1.149578856708354,0.06077899209290116
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::4,,4,1.1398497925619189,1.1478397629251749,-0.007989970363255994
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::5,,4,1.2144128879044738,1.1236370176987376,0.09077587020573619
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::6,,4,1.163541450699004,1.171203964622499,-0.007662513923494929
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::7,,4,1.185209671780815,1.1352977073935058,0.04991196438730916
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::8,,5,1.2567356689949196,1.154946538507136,0.1017891304877836
persona,rephrased,whole,human_vs_claude,vendi,q=1,y1::9,,3,1.197868455862441,1.1157878775844439,0.0820805782779972
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::1,,3,1.1584255202332898,1.128263903157384,0.03016161707590581
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::10,,3,1.2135343857006087,1.1007290847108042,0.11280530098980446
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::11,,4,1.1852696293201854,1.1548929153579053,0.030376713962280144
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::2,,3,1.184539281229806,1.1254390911405596,0.059100190089246274
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::3,,4,1.1824650038765467,1.151917291357719,0.03054771251882782
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::4,,2,1.1136952869390369,1.0842363432633493,0.029458943675687577
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::5,,4,1.1746204228862689,1.1328036565698711,0.04181676631639775
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::6,,4,1.1704227471637554,1.19157765999825,-0.021154912834494555
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::7,,4,1.1951259663722273,1.1317951669468762,0.06333079942535114
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::8,,3,1.1756528035484557,1.12210284295481,0.053549960593645585
persona,rephrased,whole,human_vs_claude,vendi,q=1,y2::9,,4,1.2030477900212484,1.1304709965991648,0.07257679342208356
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::1,,4,2.9699940492965724,2.8459241262011696,0.12406992309540277
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::10,,4,2.835793366730584,2.8666717290042976,-0.030878362273713655
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::11,,4,2.9567889521623614,2.830148550995713,0.12664040116664843
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::12,,4,2.720646080413789,2.783963398880762,-0.0633173184669733
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::2,,3,1.9340487676408102,1.8941215864181178,0.039927181222692454
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::3,,4,2.7881576427233874,2.6698835593458767,0.11827408337751066
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::4,,4,2.6486803630495226,2.757403043399384,-0.10872268034986154
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::5,,4,2.7498382591552164,2.9298944407470784,-0.18005618159186199
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::6,,4,2.9171707668464117,2.7118426588806117,0.20532810796580003
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::7,,4,2.7817113215578866,2.7481912068084045,0.03352011474948213
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::8,,5,3.5405081361026034,3.7774333538517535,-0.2369252177491501
persona,rephrased,whole,human_vs_claude,participation_ratio,,y1::9,,3,1.843461964068466,1.8884240701094555,-0.04496210604098949
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::1,,3,1.9948131882771323,1.9306540429486383,0.06415914532849398
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::10,,3,1.8658611112480685,1.8702091913093155,-0.004348080061246984
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::11,,4,2.681121037369452,2.742017578454967,-0.06089654108551512
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::2,,3,1.9661401621846888,1.8721757265772982,0.09396443560739054
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::3,,4,2.957357889658197,2.8625191182474565,0.09483877141074037
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::4,,2,1.0,1.0,0.0
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::5,,4,2.9561801231305997,2.888226430358946,0.06795369277165353
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::6,,4,2.721136140682753,2.903096080362654,-0.18195993967990098
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::7,,4,2.5447331964738464,2.497756088092265,0.046977108381581534
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::8,,3,1.7826108257680418,1.950666935835279,-0.1680561100672373
persona,rephrased,whole,human_vs_claude,participation_ratio,,y2::9,,4,2.702766225814759,2.7478078827346217,-0.04504165691986284
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::1,,4,2.984885077528934,2.9208042929831626,0.0640807845457716
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::10,,4,2.91330318727689,2.9323875828363293,-0.019084395559439304
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::11,,4,2.977612400529668,2.9102050633739607,0.06740733715570713
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::12,,4,2.8528975887081356,2.8882398363606585,-0.03534224765252292
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::2,,3,1.9659958071296253,1.9434470962414299,0.022548710888195433
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::3,,4,2.891785069792272,2.8204781001148858,0.07130696967738626
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::4,,4,2.813580131862787,2.8680222810546363,-0.05444214919184942
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::5,,4,2.8602194210319944,2.9651009666776735,-0.10488154564567909
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::6,,4,2.958516343281547,2.8450347005582,0.11348164272334715
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::7,,4,2.876602572179398,2.869638691326702,0.006963880852696391
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::8,,5,3.7370213948548834,3.890663868340929,-0.15364247348604554
persona,rephrased,whole,human_vs_claude,effective_rank,,y1::9,,3,1.9156697136172591,1.939643485735401,-0.02397377211814189
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::1,,3,1.9974004138546053,1.963560599189017,0.033839814665588275
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::10,,3,1.928529951352578,1.9302746977537022,-0.0017447464011242086
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::11,,4,2.832283560433352,2.864188306237679,-0.03190474580432712
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::2,,3,1.98280310914772,1.929564188532569,0.05323892061515112
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::3,,4,2.97836589841131,2.9291395854525573,0.04922631295875268
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::4,,2,1.0,1.0,0.0
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::5,,4,2.9771574085608865,2.941948115383559,0.03520929317732735
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::6,,4,2.842750084336773,2.9496029693509254,-0.10685288501415258
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::7,,4,2.756578488678873,2.720016259956835,0.03656222872203818
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::8,,3,1.8792414221121054,1.9745799080411721,-0.09533848592906669
persona,rephrased,whole,human_vs_claude,effective_rank,,y2::9,,4,2.8337904054724725,2.8672919808467805,-0.03350157537430798
persona,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.9,0.09999999999999998
persona,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.95,0.050000000000000044
persona,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,1.0,0.0
persona,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
